,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
389,389,2020/11/29,5阪神9,晴,9,白菊賞(1勝クラス),,10,2,2,3.9,2,10,和田竜二,54,芝1600,良,-8,1:35.8,1.5,79,2-2,35.9-33.9,35.3,434(+8),,,エイシンヒテン,0.0,7,700.0,175.0,0.7,85.75
390,390,2020/10/10,4東京1,雨,1,2歳未勝利,,16,3,6,27.5,8,11,小林凌大,52,ダ1400,不,-23,1:26.7,2.2,51,6-6,35.2-36.8,38.5,430(+4),,,タマダイヤモンド,0.0,12,0.0,0.0,1.8800000000000003,59.2
391,391,2020/10/10,4京都1,晴,5,2歳新馬,,14,1,1,122.0,12,11,太宰啓介,55,芝1600,不,12,1:38.6,2.0,63,14-14,36.3-35.9,36.1,478(0),,,アールドヴィーヴル,0.0,16,0.0,0.0,2.9,61.666666666666664
392,392,2020/08/09,2新潟6,曇,12,3歳以上1勝クラス,,18,6,12,3.6,1,2,幸英明,54,芝1400,不,12,1:21.9,0.4,103,2-2,33.9-36.2,36.6,494(+8),,,アルピニズム,300.0,1,5624.7,374.97999999999996,0.3466666666666667,90.93333333333334
393,393,2019/10/06,4京都2,晴,3,2歳未勝利,,9,7,7,18.4,6,3,岩田康誠,55,芝1600,良,-11,1:35.6,0.0,77,3-3,35.7-35.3,35.1,454(+2),,,ラヴォアドゥース,130.0,3,3013.5,334.8333333333333,0.4555555555555556,86.0
394,394,2020/02/16,1小倉10,曇,10,玄海特別(2勝クラス),,16,5,10,24.9,10,8,高倉稜,52,芝1800,重,30,1:52.7,1.0,75,4-5-7-6,37.5-37.3,37.6,472(0),,,ドゥオーモ,0.0,4,4615.9,170.95925925925926,0.6962962962962962,84.88888888888889
395,395,2020/11/28,5東京8,晴,8,3歳以上2勝クラス,,11,1,1,4.2,3,9,横山武史,57,芝1600,良,-8,1:35.9,0.9,88,5-5,36.5-34.1,34.5,542(+16),,,レッドヴァール,0.0,5,3950.0,438.8888888888889,0.21111111111111114,93.22222222222223
396,396,2019/08/10,1札幌5,曇,12,知床特別(1勝クラス),,10,8,9,10.8,5,4,池添謙一,54,芝2000,稍,-7,2:02.9,0.7,90,10-10-10-7,35.1-35.8,35.6,470(+2),,出遅れ,ムーンライトナイト,160.0,6,2060.0,121.17647058823529,0.664705882352941,85.70588235294117
397,397,2021/01/17,1小倉2,晴,12,宇佐特別(2勝クラス),,13,6,8,58.5,11,9,菅原明良,57,芝1800,良,-11,1:47.8,1.2,82,13-12-11-11,35.6-34.9,35.1,506(-12),,,ワールドウインズ,0.0,7,4176.1,160.6192307692308,0.5192307692307694,83.96153846153847
398,398,2020/01/26,1小倉4,曇,12,八幡特別(1勝クラス),,17,7,14,15.9,7,11,川須栄彦,57,芝1200,重,20,1:12.4,1.3,60,7-9,34.5-36.6,37.3,450(-8),,,ウインスピリタス,0.0,8,3114.6,129.775,0.6833333333333332,82.375
399,399,2019/06/08,3阪神3,曇,9,生田特別(1勝クラス),,11,8,11,2.8,1,2,福永祐一,53,芝2400,稍,1,2:29.5,0.0,85,8-8-8-5,37.4-37.4,36.9,440(0),,,リンディスファーン,427.6,9,2554.9,196.53076923076924,0.6307692307692309,88.38461538461539
400,400,2020/08/23,水沢,晴,5,C2,,5,5,5,3.9,3,2,高松亮,56,ダ850,良,-1,0:52.5,0.0,28,2-2,0.0-37.0,37.0,500(-5),,,ダウラギリテソーロ,7.0,10,2475.5,39.92741935483871,1.9032258064516128,47.29032258064516
401,401,2019/08/25,2札幌4,晴,8,3歳以上1勝クラス,,13,6,9,8.4,4,12,横山武史,51,芝2000,稍,2,2:05.4,1.7,72,1-1-1-1,36.1-39.2,40.9,472(+6),,,エレクトロニカ,0.0,11,2761.4,172.5875,0.5874999999999999,88.375
402,402,2019/12/14,4中京5,晴,3,3歳以上1勝クラス,,16,3,5,8.8,5,9,横山武史,57,ダ1200,良,-4,1:13.6,1.0,72,12-10,35.7-36.9,36.6,444(0),,,スマートモリガン,0.0,2,2790.3,107.31923076923077,0.7576923076923078,85.15384615384616
403,403,2019/09/07,4阪神1,晴,4,2歳新馬,,14,4,5,1.4,1.0,1,川田将雅,54,芝1400,良,-22,1:21.8,-0.2,83,3-3,35.6-34.4,34.1,436(0),,出遅れ,(ラインエンジェル),700.0,4,2028.2,253.525,0.425,90.125
404,404,2019/12/14,5阪神5,晴,5,2歳新馬,,16,8,15,126.3,13,9,四位洋文,54,芝1600,良,-11,1:37.7,0.9,66,14-7,37.2-33.7,34.0,430(0),,出遅れ,コンバットマーチ,0.0,5,923.0,92.3,0.78,78.9
405,405,2019/09/14,4阪神3,晴,5,2歳新馬,,12,6,8,5.1,2,1,川田将雅,54,芝1400,良,-20,1:22.0,-0.2,78,5-5,34.7-35.4,34.8,426(0),,,(モズアーントモー),700.0,6,1040.0,104.0,0.6299999999999999,84.0
406,406,2020/04/06,笠松,晴,5,サラ系C6組,,9,3,3,1.7,1,4,佐藤友則,54,ダ1400,良,-17,1:29.6,0.3,45,4-5-6,0.0-38.9,38.5,441(+1),,,トーセントルネード,1.7,7,317.0,13.208333333333334,0.975,56.0
407,407,2020/10/10,4東京1,雨,8,3歳以上1勝クラス,,17,1,2,44.2,11,15,柴田大知,55,芝1400,不,34,1:27.5,1.9,66,9-10,34.9-38.7,38.7,452(+6),,,グルアーブ,0.0,8,2031.8,78.14615384615385,0.8576923076923075,82.96153846153847
408,408,2020/08/09,2新潟6,曇,5,2歳新馬,,15,2,3,2.3,1,4,戸崎圭太,54,芝2000,不,13,2:06.4,0.7,70,1-1-2-1,37.8-35.2,35.9,494(0),,,ランドオブリバティ,110.0,2,1174.8,234.95999999999998,0.33999999999999997,79.8
409,409,2020/01/18,1京都6,晴,5,3歳未勝利,,15,5,9,5.0,3,3,福永祐一,56,芝2000,稍,17,2:04.1,1.0,85,4-5-4-4,35.8-37.8,38.2,494(+4),,,アルサトワ,130.0,1,3457.8,384.20000000000005,0.2111111111111111,92.11111111111111
410,410,2020/05/09,3京都5,曇,6,3歳1勝クラス,,10,8,10,11.9,6,3,藤岡康太,56,芝1600,良,-14,1:32.9,0.7,98,4-2,34.4-34.7,35.1,486(+4),,,チュウワノキセキ,180.0,2,4100.2,292.87142857142857,0.38571428571428573,90.07142857142857
411,411,2020/06/20,3阪神5,晴,9,小豆島特別(2勝クラス),,10,2,2,1.6,1,5,松山弘平,54,芝1600,良,-9,1:34.5,0.7,89,6-6,34.4-36.0,36.1,468(0),,,シャイニーロック,150.0,3,4709.7,362.2846153846154,0.3384615384615384,93.23076923076923
412,412,2019/10/27,3新潟6,曇,10,寺泊特別(1勝クラス),,13,8,13,6.5,4,1,蛯名正義,55,芝1600,稍,6,1:36.4,-0.1,87,12-10,36.5-34.4,33.8,476(-4),,出遅れ,(ガロシェ),1085.7,4,4385.9,168.68846153846152,0.7,84.34615384615384
413,413,2020/03/21,2中山8,晴,10,館山特別(2勝クラス),,11,1,1,2.0,1,2,大野拓弥,55,芝2000,良,-8,2:00.7,0.1,97,2-2-2-2,35.4-36.1,36.0,452(0),,,トーセングラン,607.0,5,2785.2,348.15,0.38750000000000007,93.375
414,414,2020/02/16,2京都6,小雨,5,3歳未勝利,,14,6,9,4.9,2,1,福永祐一,54,芝1600,重,18,1:37.7,0.0,79,4-4,35.6-37.1,36.8,452(0),,,(ダイメイボーイ),510.0,6,2842.8,258.43636363636364,0.7000000000000001,85.63636363636364
415,415,2020/01/25,1中山8,曇,10,東雲賞(2勝クラス),,11,6,7,26.5,8,8,丸山元気,54,芝1600,良,5,1:36.7,0.7,87,3-3-3,37.2-35.2,35.8,476(-2),,,スーパーブレイク,0.0,7,6529.400000000001,181.37222222222223,0.5527777777777776,89.38888888888889
