,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
143,143,2013/03/16,1阪神7,晴,11.0,若葉S(OP),,11.0,4.0,4,7.7,4.0,6,秋山真一,56,芝2000,良,-1.0,2:01.2,0.5,94.0,1-1-1-1,36.7-35.7,36.2,542(-4),,,レッドルーラー,0.0,7,2564.6,366.37142857142857,0.12857142857142856,87.14285714285714
144,144,2013/03/16,1阪神7,晴,11.0,若葉S(OP),,11.0,7.0,9,27.1,9.0,2,三浦皇成,56,芝2000,良,-1.0,2:00.8,0.1,99.0,2-2-3-5,36.7-35.7,35.6,452(0),,,レッドルーラー,767.8,8,4467.2,638.1714285714286,0.24285714285714288,92.0
145,145,2013/03/16,1阪神7,晴,11.0,若葉S(OP),,11.0,8.0,10,2.7,1,8,藤岡佑介,56.0,芝2000,良,-1.0,2:01.8,1.1,91.0,10-6-3-3,36.7-35.7,36.6,488(-2),,出遅れ,レッドルーラー,0.0,9,4920.2,820.0333333333333,0.4000000000000001,92.5
146,146,2013/03/16,1阪神7,晴,11.0,若葉S(OP),,11.0,1.0,1,8.9,5.0,4,Ｃ．デム,56,芝2000,良,-1.0,2:01.1,0.4,98.0,8-9-8-6,36.7-35.7,35.5,516(+16),,,レッドルーラー,290.0,10,2515.9,419.31666666666666,0.35000000000000003,82.0
147,147,2013/03/16,1阪神7,晴,11.0,若葉S(OP),,11.0,8.0,11,13.6,6,5,小牧太,56,芝2000,良,-1.0,2:01.1,0.4,97.0,3-3-2-2,36.7-35.7,36.0,430(0),,出遅れ,レッドルーラー,190.0,11,2738.2,456.3666666666666,0.3666666666666667,91.33333333333333
148,148,2013/03/17,2中山8,晴,11.0,フジTVスプリングS(G2),,16.0,7.0,14,12.4,6,4,北村宏司,56.0,芝1800,良,-6.0,1:48.1,0.3,100.0,11-11-12-13,36.8-35.6,34.6,452(0),,出遅れ,ロゴタイプ,780.0,12,5079.7,846.6166666666667,0.5333333333333333,86.5
149,149,2013/02/23,1阪神1,曇,11.0,アーリントンC(G3),,10.0,6.0,6,2.2,1,1,ビュイッ,56,芝1600,良,-5.0,1:34.8,-0.2,93.0,2-2,35.9-34.1,34.0,482(0),,,(カオスモス),3738.5,13,5818.0,1163.6,0.07999999999999999,97.8
150,150,2013/03/03,2中山4,曇,11.0,報知杯弥生賞(G2),,12.0,8.0,11,17.7,5,11,戸崎圭太,56.0,芝2000,良,-3.0,2:02.3,1.3,89.0,1-1-1-2,36.5-35.2,36.5,498(-4),,,カミノタサハラ,0.0,14,2232.2,558.05,0.725,88.5
151,151,2013/03/23,2阪神1,晴,11.0,毎日杯(G3),,13.0,7.0,11,12.7,4,11,バルジュ,57,芝1800,良,-5.0,1:48.4,2.2,82.0,2-1,34.8-35.8,38.0,466(-4),,,キズナ,0.0,15,3999.8999999999996,571.4142857142857,0.7857142857142856,86.28571428571429
152,152,2013/03/03,2中山4,曇,11.0,報知杯弥生賞(G2),,12.0,4.0,4,119.5,10,2,和田竜二,56,芝2000,良,-3.0,2:01.0,0.0,102.0,5-5-5-4,36.5-35.2,34.9,480(-2),,,カミノタサハラ,2125.2,16,4466.9,558.3625,0.5125,92.5
153,153,2013/03/23,3中山1,晴,6.0,3歳500万下,,13.0,6.0,8,3.9,2,1,村田一誠,56,ダ1800,良,11.0,1:55.9,-0.2,91.0,1-1-1-1,38.9-38.1,38.1,456(-6),,,(タマノペルセウス),700.0,17,1250.0,178.57142857142858,0.9714285714285713,75.42857142857143
154,154,2013/03/16,1阪神7,晴,11.0,若葉S(OP),,11.0,6.0,6,15.2,7.0,1,川田将雅,56,芝2000,良,-1.0,2:00.7,-0.1,102.0,7-9-10-10,36.7-35.7,35.0,486(+2),,,(クラウンレガーロ),1927.3,18,3644.1,607.35,1.3666666666666665,82.66666666666667
155,155,2012/02/12,1東京6,晴,11.0,共同通信杯(G3),,11,3.0,3,4.1,2,1,内田博幸,57.0,芝1800,良,-4.0,1:48.3,-0.3,93.0,4-3-4,37.3-33.6,33.3,506(+4),,,(ディープブリランテ),3742.7,1,21723.500000000004,3620.583333333334,-0.08333333333333331,89.66666666666667
156,156,2012/03/17,1阪神7,曇,11.0,若葉S(OP),,16.0,6.0,11,1.3,1,1,福永祐一,56.0,芝2000,稍,25.0,2:04.4,-0.3,102.0,12-12-12-12,37.5-36.4,35.3,446(-8),,出遅れ,(メイショウカドマツ),1938.5,2,12000.3,2400.06,0.04000000000000001,94.6
157,157,2012/03/18,2中山8,曇,11.0,フジTVスプリングS(G2),,14,6.0,9,2.2,1,2,岩田康誠,56.0,芝1800,重,19.0,1:50.9,0.2,99.0,4-4-4-3,37.5-36.4,35.8,502(-8),,,グランデッツァ,2131.2,3,10474.6,2094.92,-0.06000000000000001,93.8
158,158,2012/03/04,2中山4,曇,11.0,報知杯弥生賞(G2),,15,3.0,5,29.1,9,1,柴田大知,56.0,芝2000,稍,12.0,2:03.9,-0.2,96.0,5-5-5-5,36.2-35.4,35.0,474(0),,,(トリップ),5306.4,4,9016.5,1288.0714285714287,0.12857142857142856,83.57142857142857
159,159,2012/03/18,2中山8,曇,11.0,フジTVスプリングS(G2),,14,8.0,14,6.0,3,1,デムーロ,56.0,芝1800,重,19.0,1:50.7,-0.2,101.0,6-6-4-3,37.5-36.4,35.5,490(-6),,,(ディープブリランテ),5309.2,5,11114.7,1852.45,-0.10000000000000002,89.66666666666667
160,160,2012/03/18,2中山8,曇,11.0,フジTVスプリングS(G2),,14,6.0,10,20.5,6,4,横山典弘,56.0,芝1800,重,19.0,1:51.5,0.8,94.0,9-9-9-9,37.5-36.4,35.5,488(-2),,出遅れ,グランデッツァ,780.0,6,3144.4,524.0666666666667,0.2833333333333333,80.0
161,161,2012/02/26,1阪神2,曇,9.0,すみれS(OP),,6,5.0,5,2.4,1,1,藤岡佑介,56.0,芝2200,良,15.0,2:18.9,-0.1,82.0,3-4-4-4,37.7-35.2,34.8,488(-2),,,(クランモンタナ),1921.7,7,3628.3,604.7166666666667,0.3,85.66666666666667
162,162,2012/03/17,1阪神7,曇,11.0,若葉S(OP),,16,5.0,10,10.1,2,2,武幸四郎,56.0,芝2000,稍,25.0,2:04.7,0.3,94.0,1-1-1-1,37.5-36.4,36.7,516(-4),,,ワールドエース,771.0,8,3073.2000000000003,307.32000000000005,0.44000000000000006,83.4
163,163,2012/03/18,2中山8,曇,11.0,フジTVスプリングS(G2),,14,1.0,1,49.4,11,6,柴田善臣,56.0,芝1800,重,19.0,1:52.0,1.3,89.0,9-10-9-11,37.5-36.4,36.0,462(-2),,出遅れ,グランデッツァ,0.0,9,4534.4,906.8799999999999,0.4,90.0
164,164,2012/02/05,2京都4,曇,11.0,きさらぎ賞(G3),,13,1.0,1,24.2,8,7,北村友一,56.0,芝1800,良,1.0,1:48.4,1.4,93.0,8-8,36.5-33.7,34.4,468(0),,,ワールドエース,0.0,10,2559.6,319.95,0.8625,80.625
165,165,2012/03/04,2中山4,曇,11.0,報知杯弥生賞(G2),,15,3.0,4,10.5,5,3,藤田伸二,56.0,芝2000,稍,12.0,2:04.2,0.3,93.0,5-7-8-8,36.2-35.4,35.0,462(-6),,,コスモオオゾラ,1315.2,11,4274.1,712.35,0.2833333333333333,84.66666666666667
166,166,2012/03/04,2中山4,曇,11.0,報知杯弥生賞(G2),,15,2.0,2,8.3,3.0,2,田辺裕信,56.0,芝2000,稍,12.0,2:04.1,0.2,94.0,2-3-4-3,36.2-35.4,35.3,492(-8),,,コスモオオゾラ,2130.4,12,4935.6,987.1200000000001,0.25999999999999995,87.6
167,167,2012/03/24,2阪神1,曇,11.0,毎日杯(G3),,13,1.0,1,25.5,8,4,田中勝春,56.0,芝1800,重,26.0,1:50.6,1.0,92.0,5-5,35.8-36.0,36.7,478(-2),,,ヒストリカル,560.0,13,2555.8,511.16,0.54,86.0
