,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,最初コーナー,最終コーナー,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,本番年齢,レース評価,レース評価平均
0,0,2022/05/28,1新潟7,晴,7,3歳未勝利,,16,8,15,6.2,3,3,泉谷楓真,55,芝1600,良,-1,1:35.6,0.3,80,10-10,34.8-36.5,36.0,490(-8),,,タイゲン,130.0,1,612.0,61.2,1.0399999999999998,67.5,19,262,26.2,36.769999999999996,0.664179104477612,10.0,10.0,7.0,7.0,0.0,5.4,5.5,-0.1,0.0,0.1,3,2.0,1.2
1,1,2022/06/05,4中京2,晴,6,3歳未勝利,,16,4,7,5.4,3,2,和田竜二,56,芝1600,良,-14,1:34.2,0.1,89,2-2-2,35.0-35.7,35.6,460(-4),,,レディズビーク,210.0,2,1270.0,158.75,0.2625,80.125,3,102,12.75,35.037499999999994,0.8793103448275862,2.0,2.0,0.0,0.0,0.0,5.125,5.25,2.375,2.5,0.125,3,2.0,2.0
2,2,2022/05/28,1新潟7,晴,7,3歳未勝利,,16,4,8,5.2,2,2,菱田裕二,56,芝1600,良,-1,1:35.4,0.1,81,14-14,34.8-36.5,35.3,450(+2),,,タイゲン,210.0,3,322.0,80.5,0.625,78.5,17,79,19.75,35.225,0.6984126984126984,14.0,14.0,12.0,12.0,0.0,14.0,15.75,8.25,10.0,1.75,3,2.0,1.25
3,3,2022/05/28,1新潟7,曇,5,3歳未勝利,,16,7,14,14.8,5,4,柴山雄一,54,芝1800,稍,-1,1:49.2,0.6,73,6-6,35.0-36.1,36.4,444(+4),,,ミクソロジー,78.0,4,180.0,36.0,1.04,68.0,21,117,23.4,35.86,0.559322033898305,6.0,6.0,2.0,2.0,0.0,6.8,5.8,0.6,-0.4,-1.0,3,1.0,1.0
4,4,2022/06/05,4中京2,晴,6,3歳未勝利,,16,5,10,27.8,7,5,小沢大仁,54,芝1600,良,-14,1:34.5,0.4,86,8-9-9,35.0-35.7,35.2,482(0),,,レディズビーク,52.0,5,52.0,52.0,0.4,86.0,6,6,6.0,35.2,0.7333333333333333,8.0,9.0,4.0,3.0,-1.0,9.0,8.0,4.0,3.0,-1.0,3,1.0,1.0
5,5,2022/06/04,4中京1,晴,7,3歳以上1勝クラス,,8,7,7,25.0,5,5,今村聖奈,50,芝2000,良,-18,2:00.4,0.8,87,6-4-4-5,36.7-34.2,34.4,448(-2),,,ゼッフィーロ,77.0,6,328.0,41.0,0.9500000000000001,71.5,-5,146,18.25,35.199999999999996,0.5982142857142857,6.0,5.0,0.0,1.0,1.0,7.625,8.375,1.0,1.75,0.75,3,2.0,1.25
6,6,2022/05/22,1新潟6,曇,2,3歳未勝利,,16,7,14,8.4,4,6,川又賢治,54,芝1400,良,-4,1:23.0,0.5,74,7-7,34.3-36.2,36.2,488(-2),,,メイショウイヌワシ,0.0,7,150.0,50.0,0.7666666666666666,73.33333333333333,22,70,23.333333333333332,36.166666666666664,0.6170212765957447,7.0,7.0,1.0,1.0,0.0,4.0,4.0,-3.0,-3.0,0.0,3,1.0,1.3333333333333333
7,7,2022/06/12,4中京4,晴,4,3歳未勝利,,15,5,9,4.0,3,5,松山弘平,54,芝1600,良,-19,1:34.5,1.3,82,14-12-10,34.7-35.4,35.6,420(-2),,出遅れ,ダイシンビヨンド,52.0,8,739.0,105.57142857142857,0.5857142857142857,75.57142857142857,6,132,18.857142857142858,35.15714285714286,0.7912087912087912,14.0,10.0,5.0,9.0,4.0,6.571428571428571,8.285714285714286,2.857142857142857,4.571428571428571,1.7142857142857142,3,1.0,1.4285714285714286
8,8,2022/05/14,3中京3,曇,4,3歳未勝利,,16,7,14,15.0,7,7,岩田望来,54,芝1600,重,-12,1:35.4,0.7,79,7-5-5,35.3-36.0,36.5,440(-4),,直線不利,ピラティス,0.0,9,310.0,77.5,0.75,71.5,15,81,20.25,36.425000000000004,0.5964912280701754,7.0,5.0,-2.0,0.0,2.0,4.25,4.25,-2.5,-2.5,0.0,3,1.0,1.5
9,9,2022/04/30,1福島5,晴,5,3歳未勝利,,16,5,9,39.3,11,10,古川吉洋,56,芝1200,重,6,1:11.4,0.7,72,14-14,34.5-36.2,35.7,460(+6),,出遅れ,グラストンベリー,0.0,10,0.0,0.0,1.2999999999999998,63.0,26,67,33.5,35.35,0.23333333333333334,14.0,14.0,4.0,4.0,0.0,13.5,13.5,1.0,1.0,0.0,3,1.0,1.0
10,10,2022/05/15,2東京8,曇,3,3歳未勝利,,11,5,5,9.0,5,6,池添謙一,56,芝2000,良,-15,2:02.0,1.0,76,8-3-3,37.5-34.9,35.4,498(+6),,出遅れ,サイモンバロン,0.0,11,357.0,51.0,1.0999999999999999,71.28571428571429,17,250,35.714285714285715,37.57142857142857,0.5866666666666667,8.0,3.0,-3.0,2.0,5.0,3.7142857142857144,6.0,-1.7142857142857142,0.5714285714285714,2.2857142857142856,3,1.0,1.1428571428571428
11,11,2022/05/28,3中京7,晴,3,3歳未勝利,,18,7,13,110.7,11,7,吉田隼人,54,芝1400,良,-14,1:22.0,1.6,77,15-15,34.5-34.4,34.5,448(-12),,出遅れ,マッドクール,0.0,13,0.0,0.0,1.366666666666667,73.66666666666667,9,65,21.666666666666668,35.46666666666667,0.44680851063829785,15.0,15.0,8.0,8.0,0.0,8.0,9.666666666666666,-1.6666666666666667,0.0,1.6666666666666667,3,1.0,1.0
12,12,2022/05/29,3中京8,晴,4,3歳未勝利,,16,3,6,398.1,13,3,鷲頭虎太,53,芝1600,良,-16,1:35.1,0.0,80,11-12-5,36.3-35.0,34.4,428(-10),,出遅れ,ポーカー,130.0,14,130.0,65.0,0.7,68.5,12,61,30.5,35.05,0.5,11.0,5.0,2.0,8.0,6.0,8.5,12.0,0.0,3.5,3.5,3,2.0,1.5
13,13,2022/06/05,4中京2,晴,6,3歳未勝利,,16,7,14,77.9,10,4,長岡禎仁,56,芝1600,良,-14,1:34.4,0.3,88,13-12-11,35.0-35.7,34.9,472(+2),,出遅れ,レディズビーク,78.0,15,148.0,37.0,1.15,69.0,5,95,23.75,36.849999999999994,0.5806451612903226,13.0,11.0,7.0,9.0,2.0,11.5,12.25,4.0,4.75,0.75,3,1.0,1.0
14,14,2022/05/12,笠松,雨,8,若鮎特別,,9,3,3,40.6,7,5,丸野勝虎,54,ダ1400,稍,15,1:32.0,1.3,50,7-7-7,0.0-40.2,39.5,424(+2),,,テーオーアラジン,3.1,16,3.1,1.0333333333333334,2.766666666666667,52.333333333333336,0,141,70.5,39.93333333333334,0.5,7.0,7.0,2.0,2.0,0.0,9.0,9.333333333333334,2.0,2.3333333333333335,0.3333333333333333,3,0.0,0.6666666666666666
15,15,2022/04/23,2阪神9,晴,5,3歳未勝利,,18,4,8,585.8,17,14,国分恭介,54,芝1400,良,-18,1:23.0,2.1,68,11-14,34.1-34.6,35.8,454(-10),,出遅れ,ハギノモーリス,0.0,17,0.0,0.0,2.2,62.0,20,43,21.5,35.75,0.29411764705882354,11.0,14.0,0.0,-3.0,-3.0,13.5,12.0,0.5,-1.0,-1.5,3,1.0,1.0
16,16,2022/03/27,2中京6,晴,1,3歳未勝利,,15,6,10,276.3,14,10,太宰啓介,54,ダ1800,不,-15,1:56.0,1.8,58,13-13-12-12,36.9-40.0,40.0,410(-6),,出遅れ,ドライゼ,0.0,18,0.0,0.0,1.9000000000000001,53.0,50,172,57.333333333333336,39.53333333333333,0.35135135135135137,13.0,12.0,2.0,3.0,1.0,10.0,11.0,1.0,2.0,1.0,3,1.0,1.0
17,17,2022/06/11,4中京3,曇,5,2歳新馬,,11,7,9,35.7,7,6,幸英明,54,芝1600,良,-19,1:36.0,1.3,67,10-8-8,35.9-35.0,35.4,462(0),,出遅れ,マラキナイア,0.0,1,0.0,0.0,1.3,67.0,21,21,21.0,35.4,0.5,10.0,8.0,2.0,4.0,2.0,8.0,10.0,2.0,4.0,2.0,2,1.0,1.0
18,18,2022/06/04,4中京1,晴,5,2歳新馬,,9,1,1,19.6,6,3,和田竜二,54,芝1600,良,-18,1:35.6,0.2,73,6-5-5,36.1-34.6,34.3,440(0),,出遅れ,ダイヤモンドハンズ,180.0,2,180.0,180.0,0.2,73.0,17,17,17.0,34.3,0.75,6.0,5.0,2.0,3.0,1.0,5.0,6.0,2.0,3.0,1.0,2,2.0,2.0
19,19,2022/06/05,3東京2,晴,5,2歳新馬,,12,7,9,4.9,3,3,武豊,54,芝1600,良,-19,1:37.6,0.7,55,5-6,38.4-33.3,33.6,490(0),,出遅れ,モリアーナ,180.0,3,180.0,180.0,0.7,55.0,37,37,37.0,33.6,0.8181818181818182,5.0,6.0,3.0,2.0,-1.0,6.0,5.0,3.0,2.0,-1.0,2,2.0,2.0
20,20,2022/06/11,4中京3,曇,5,2歳新馬,,11,3,3,45.0,8,4,松本大輝,52,芝1600,良,-19,1:35.3,0.6,75,5-6-5,35.9-35.0,35.0,470(0),,出遅れ,マラキナイア,110.0,4,110.0,110.0,0.6,75.0,14,14,14.0,35.0,0.7,5.0,5.0,1.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,2,1.0,1.0
21,21,2022/06/05,4中京2,晴,5,2歳新馬,,9,2,2,16.2,5,9,斎藤新,54,芝1400,良,-14,1:25.2,2.9,38,8-9,35.5-35.3,37.2,480(0),,出遅れ,ジョウショーホープ,0.0,5,0.0,0.0,2.9,38.0,41,41,41.0,37.2,0.0,8.0,9.0,0.0,-1.0,-1.0,9.0,8.0,0.0,-1.0,-1.0,2,1.0,1.0
22,22,2022/06/11,4中京3,曇,5,2歳新馬,,11,1,1,25.0,6,9,岩田望来,54,芝1600,良,-19,1:37.2,2.5,54,4-5-5,35.9-35.0,37.0,392(0),,出遅れ,マラキナイア,0.0,6,0.0,0.0,2.5,54.0,33,33,33.0,37.0,0.2,4.0,5.0,-4.0,-5.0,-1.0,5.0,4.0,-4.0,-5.0,-1.0,2,1.0,1.0
23,23,2022/06/05,4中京2,晴,5,2歳新馬,,9,7,7,62.6,8,5,川須栄彦,54,芝1400,良,-14,1:24.1,1.8,51,8-8,35.5-35.3,36.2,450(0),,出遅れ,ジョウショーホープ,70.0,7,70.0,70.0,1.8,51.0,30,30,30.0,36.2,0.5,8.0,8.0,3.0,3.0,0.0,8.0,8.0,3.0,3.0,0.0,2,1.0,1.0
24,24,2022/06/19,3阪神2,晴,5,2歳新馬,,14,4,5,140.3,14,14,小崎綾也,54,ダ1200,良,-6,1:17.9,4.0,11,9-11,36.1-37.8,40.6,398(0),,,ナイトキャッスル,0.0,8,0.0,0.0,4.0,11.0,72,72,72.0,40.6,0.0,9.0,11.0,-3.0,-5.0,-2.0,11.0,9.0,-3.0,-5.0,-2.0,2,1.0,1.0
25,25,2022/05/29,1新潟8,晴,11,三国特別(1勝クラス),,13,8,13,2.3,1,4,松本大輝,57,芝1600,良,-4,1:34.2,0.2,88,7-7,34.5-35.4,35.2,438(-10),,,マイネルダグラス,160.0,1,2297.6,153.17333333333332,0.4333333333333333,89.0,5,171,11.4,35.5,0.7414634146341463,7.0,7.0,3.0,3.0,0.0,4.733333333333333,4.8,0.2,0.26666666666666666,0.06666666666666667,4,2.0,2.2666666666666666
26,26,2022/05/21,3中京5,曇,9,メルボルンT(1勝クラス),,16,5,10,5.7,4,6,坂井瑠星,54,芝1200,良,-11,1:09.0,0.1,88,10-11,34.3-34.6,33.5,422(+4),,,ダテボレアス,0.0,2,1219.6,174.22857142857143,0.6714285714285715,80.0,8,110,15.714285714285714,34.41428571428572,0.6341463414634146,10.0,11.0,5.0,4.0,-1.0,9.571428571428571,9.0,4.285714285714286,3.7142857142857144,-0.5714285714285714,3,2.0,2.142857142857143
27,27,2022/05/28,3中京7,晴,6,3歳1勝クラス,,9,4,4,66.3,7,6,藤懸貴志,56,芝1600,良,-14,1:35.5,1.0,75,9-9-9,34.8-36.4,35.2,426(0),,,ロールアップ,0.0,3,700.0,116.66666666666667,0.85,76.83333333333333,16,110,18.333333333333332,35.03333333333333,0.4098360655737705,9.0,9.0,3.0,3.0,0.0,7.5,7.0,0.5,0.0,-0.5,3,2.0,2.0
28,28,2022/03/27,2中京6,晴,6,4歳以上1勝クラス,,14,7,12,32.2,6,10,鮫島克駿,57,ダ1800,不,-15,1:53.2,1.9,82,8-8-9-9,37.2-37.6,38.7,500(-6),,,セブンデイズ,0.0,4,1324.5,66.225,1.14,78.0,22,410,20.5,36.730000000000004,0.5040322580645161,8.0,9.0,-1.0,-2.0,-1.0,9.1,9.0,1.95,1.85,-0.1,5,2.0,2.05
29,29,2022/02/20,2小倉4,晴,7,4歳以上1勝クラス,,16,5,10,16.3,9,9,丸山元気,54,ダ1700,重,2,1:47.8,1.3,74,2-2-2-1,30.2-37.2,38.5,456(-4),,,バライロノキセキ,0.0,5,638.0,106.33333333333333,0.7666666666666666,75.16666666666667,38,164,27.333333333333332,37.5,0.6388888888888888,2.0,1.0,-8.0,-7.0,1.0,3.1666666666666665,3.1666666666666665,-2.1666666666666665,-2.1666666666666665,0.0,4,2.0,1.5
30,30,2022/02/05,1中京11,晴,10,エルフィンS(L),,10,7,8,15.2,5,6,川田将雅,54,芝1600,良,-3,1:34.7,0.7,96,5-2-2,35.5-34.9,35.4,462(-10),,,アルーリングウェイ,0.0,6,790.0,263.3333333333333,0.39999999999999997,86.0,8,38,12.666666666666666,35.03333333333333,0.7857142857142857,5.0,2.0,-4.0,-1.0,3.0,1.6666666666666667,2.6666666666666665,-1.3333333333333333,-0.3333333333333333,1.0,3,0.0,1.3333333333333333
31,31,2022/05/22,3中京6,晴,8,4歳以上1勝クラス,,14,4,5,234.3,13,3,服部寿希,52.0,芝1600,良,-14,1:34.6,0.5,85,6-8-9,35.1-35.1,35.1,454(+6),,,マイプレシャス,190.0,7,806.0,36.63636363636363,1.2772727272727273,67.5909090909091,7,348,21.75,36.71818181818182,0.44802867383512546,6.0,9.0,6.0,3.0,-3.0,7.5,6.818181818181818,-0.5,-1.1818181818181819,-0.6818181818181818,6,3.0,1.4545454545454546
32,32,2022/04/30,2東京3,晴,8,4歳以上1勝クラス,,14,5,8,12.7,4,5,吉田豊,57,ダ1600,重,-24,1:38.6,0.7,68,10-10,36.4-35.7,35.5,478(-4),,,ナイトフローリック,77.0,8,983.0,70.21428571428571,1.3285714285714285,74.57142857142857,0,366,30.5,37.57857142857143,0.5301204819277109,10.0,10.0,5.0,5.0,0.0,8.785714285714286,9.642857142857142,2.2142857142857144,3.0714285714285716,0.8571428571428571,5,2.0,1.9285714285714286
33,33,2022/04/05,園田,晴,10,C1,,9,6,6,5.3,4,1,吉村智洋,56,ダ1700,良,-7,1:54.5,0.0,35,3-3-3-3,0.0-38.6,38.4,498(0),,,(キクノダンカーク),110.0,9,1186.5,62.44736842105263,0.7789473684210526,52.10526315789474,0,215,26.875,39.199999999999996,0.6916299559471366,3.0,3.0,2.0,2.0,0.0,2.3157894736842106,2.736842105263158,-2.3684210526315788,-1.9473684210526316,0.42105263157894735,4,0.0,0.6842105263157895
34,34,2022/05/28,3中京7,晴,6,3歳1勝クラス,,9,7,7,3.2,2,3,横山典弘,56,芝1600,良,-14,1:34.6,0.1,85,4-4-5,34.8-36.4,34.8,464(-2),,,ロールアップ,190.0,10,2096.0,232.88888888888889,0.5888888888888889,84.44444444444444,7,84,9.333333333333334,34.43333333333333,0.5795454545454546,4.0,5.0,2.0,1.0,-1.0,8.777777777777779,8.777777777777779,3.6666666666666665,3.6666666666666665,0.0,3,3.0,3.6666666666666665
35,35,2022/06/11,4中京3,曇,9,春日井特別(1勝クラス),,11,8,10,122.0,10,10,城戸義政,57,芝2200,良,-19,2:16.4,4.2,59,3-4-3-3,34.6-35.7,39.6,460(-4),,,デビットバローズ,0.0,11,249.0,31.125,1.0875,40.5,17,82,41.0,39.2875,0.6538461538461539,3.0,3.0,-7.0,-7.0,0.0,5.375,7.125,1.0,2.75,1.75,4,2.0,0.375
36,36,2022/05/07,1新潟1,晴,11,谷川岳S(L),,11,6,7,3.0,1.0,1,三浦皇成,56,芝1600,良,-8,1:33.6,0.0,94,2-2,36.2-33.4,33.0,508(-4),,,(ベレヌス),2527.3,1,10878.6,679.9125,0.5125000000000001,91.125,0,125,7.8125,35.112500000000004,0.7333333333333333,2.0,2.0,1.0,1.0,0.0,2.5625,2.25,-1.6875,-2.0,-0.3125,5,0.0,4.0625
37,37,2022/04/02,3中山3,晴,11,ダービー卿チャレンジ(G3),,16,6,11,10.4,5.0,7,横山典弘,56,芝1600,良,-14,1:32.8,0.5,105,8-6-4,34.2-35.2,35.0,454(-12),,,タイムトゥヘヴン,0.0,2,14211.2,645.9636363636364,0.44999999999999996,98.04545454545455,-15,67,3.1904761904761907,34.81818181818182,0.7440273037542662,8.0,4.0,-3.0,1.0,4.0,4.454545454545454,4.363636363636363,0.045454545454545456,-0.045454545454545456,-0.09090909090909091,6,6.0,4.2727272727272725
38,38,2022/03/27,2阪神2,晴,11,六甲S(L),,18,4,7,13.1,6.0,14,藤岡佑介,54,芝1600,稍,-9,1:35.2,1.5,82,4-7,35.0-34.7,35.5,470(-6),,,エアロロノア,0.0,3,10126.9,632.93125,0.79375,95.125,10,69,4.3125,35.025000000000006,0.6228070175438597,4.0,7.0,-7.0,-10.0,-3.0,7.4375,7.25,1.0625,0.875,-0.1875,5,0.0,3.9375
39,39,2022/03/27,2阪神2,晴,11,六甲S(L),,18,1,1,50.6,12.0,9,西村淳也,57,芝1600,稍,-9,1:34.6,0.9,89,17-17,35.0-34.7,34.0,494(-2),,,エアロロノア,0.0,4,10878.099999999999,375.1068965517241,0.5689655172413793,96.0,4,113,3.896551724137931,34.43448275862068,0.6041131105398457,17.0,17.0,8.0,8.0,0.0,10.172413793103448,10.413793103448276,3.8620689655172415,4.103448275862069,0.2413793103448276,7,0.0,2.103448275862069
40,40,2022/04/24,2阪神10,曇,11,読売マイラーズC(G2),,15,5,9,6.0,3.0,11,松山弘平,56,芝1600,稍,-5,1:34.9,1.6,90,14-14,34.6-35.8,35.6,460(-4),,出遅れ,ソウルラッシュ,0.0,5,8860.0,590.6666666666666,0.31333333333333335,95.46666666666667,7,44,2.933333333333333,33.95333333333333,0.8155339805825242,14.0,14.0,3.0,3.0,0.0,10.8,10.8,7.266666666666667,7.266666666666667,0.0,5,7.0,3.0
41,41,2022/04/17,2阪神8,晴,10,ストークS(3勝クラス),,13,2,2,5.2,3.0,1,藤岡佑介,55,芝1600,良,-20,1:33.1,0.0,95,7-7,35.4-33.7,32.9,472(+10),,,(チュウワノキセキ),1870.1,6,6286.5,698.5,0.3222222222222222,92.55555555555556,-11,36,4.0,34.8111111111111,0.8072289156626506,7.0,7.0,6.0,6.0,0.0,5.888888888888889,6.333333333333333,3.111111111111111,3.5555555555555554,0.4444444444444444,4,5.0,2.888888888888889
42,42,2022/04/23,1福島3,晴,11,福島牝馬S(G3),,16,1,1,7.2,4.0,10,鮫島克駿,54,芝1800,良,-3,1:47.9,0.9,94,8-7-9-9,35.0-36.4,36.0,436(-2),,,アナザーリリック,0.0,7,6820.0,620.0,0.3,91.36363636363636,0,12,1.0909090909090908,34.73636363636364,0.8,8.0,9.0,-1.0,-2.0,-1.0,4.363636363636363,4.363636363636363,1.0,1.0,0.0,4,6.0,3.8181818181818183
43,43,2022/05/29,3中京8,晴,10.0,安土城S(L),,18,1.0,1,13.8,6.0,1,坂井瑠星,56,芝1400,良,-16.0,1:19.4,0.0,106.0,1-1,33.9-34.3,34.3,482(0),,,(ダディーズビビッド),2539.9,8,15601.500000000002,400.0384615384616,0.5128205128205129,98.25641025641026,-17,108,2.769230769230769,34.49487179487179,0.6297640653357531,1.0,1.0,0.0,0.0,0.0,8.435897435897436,8.256410256410257,2.2051282051282053,2.0256410256410255,-0.1794871794871795,7,0.0,2.41025641025641
44,44,2022/04/02,3中山3,晴,11,ダービー卿チャレンジ(G3),,16,4,8,5.6,2.0,4,三浦皇成,56,芝1600,良,-14,1:32.5,0.2,108,5-4-3,34.2-35.2,34.9,498(-4),,,タイムトゥヘヴン,620.0,9,6070.0,674.4444444444445,0.5777777777777778,93.77777777777777,-18,19,2.111111111111111,35.199999999999996,0.6614173228346457,5.0,3.0,-1.0,1.0,2.0,4.555555555555555,4.777777777777778,-1.2222222222222223,-1.0,0.2222222222222222,4,6.0,5.111111111111111
45,45,2022/05/21,2東京9,曇,11,メイS(OP),,13,5,6,6.6,4.0,2,松岡正海,52,芝1800,稍,-14,1:46.6,0.3,95,5-8-9,36.6-34.3,34.0,474(+6),,,カレンシュトラウス,968.0,10,6505.0,650.5,0.53,90.1,-3,85,8.5,35.04,0.7716535433070866,5.0,9.0,7.0,3.0,-4.0,6.0,6.1,2.1,2.2,0.1,4,6.0,3.9
46,46,2021/04/04,2阪神4,雨,11,大阪杯(G1),,13,3,3,202.0,12.0,7,和田竜二,57,芝2000,重,20,2:03.3,1.7,98,8-8-9-8,35.6-36.8,37.7,460(+4),,,レイパパレ,0.0,11,8434.7,301.23928571428576,0.4821428571428572,87.92857142857143,27,184,6.571428571428571,34.878571428571426,0.6245733788395904,8.0,8.0,1.0,1.0,0.0,5.892857142857143,6.214285714285714,0.9642857142857143,1.2857142857142858,0.32142857142857145,6,8.0,2.642857142857143
47,47,2022/05/14,2東京7,曇,11,京王杯スプリングC(G2),,12,1,1,38.6,10.0,11,三浦皇成,56,芝1400,良,-13,1:21.0,0.8,98,3-4,34.4-34.4,34.6,476(-4),,,メイケイエール,0.0,12,15969.599999999999,499.04999999999995,0.5281250000000002,97.875,0,20,0.625,34.51250000000001,0.5986696230598669,3.0,4.0,-7.0,-8.0,-1.0,6.4375,7.34375,-0.21875,0.6875,0.90625,6,7.0,4.71875
48,48,2022/05/29,3中京8,晴,10,安土城S(L),,18,2,3,126.7,16.0,11,高倉稜,54,芝1400,良,-16,1:20.5,1.1,94,13-12,33.9-34.3,34.2,444(0),,出遅れ,エントシャイデン,0.0,13,11786.599999999999,318.5567567567567,0.662162162162162,96.08108108108108,-6,288,7.783783783783784,34.748648648648654,0.5462184873949579,13.0,12.0,1.0,2.0,1.0,10.35135135135135,11.054054054054054,3.5135135135135136,4.216216216216216,0.7027027027027027,8,0.0,2.7837837837837838
49,49,2022/05/07,1新潟1,晴,11,谷川岳S(L),,11,8,11,16.4,7.0,5,岩田康誠,56,芝1600,良,-8,1:34.1,0.5,90,11-11,36.2-33.4,32.6,482(+6),,出脚鈍い,ウインカーネリアン,250.0,14,11114.8,411.6592592592592,0.6111111111111112,90.88888888888889,4,146,5.407407407407407,35.37407407407407,0.6619718309859155,11.0,11.0,6.0,6.0,0.0,5.62962962962963,6.777777777777778,1.0740740740740742,2.2222222222222223,1.1481481481481481,7,0.0,3.074074074074074
50,50,2022/05/14,2東京7,曇,11,京王杯スプリングC(G2),,12,5,5,45.9,11.0,12,松若風馬,54,芝1400,良,-13,1:21.1,0.9,98,8-7,34.4-34.4,34.3,490(+2),,出遅れ,メイケイエール,0.0,15,9377.6,493.5578947368421,0.9,89.94736842105263,1,92,5.75,35.74736842105263,0.6170212765957447,8.0,7.0,-5.0,-4.0,1.0,4.0,4.0,-1.736842105263158,-1.736842105263158,0.0,5,7.0,4.894736842105263
51,51,2022/05/15,3中京4,曇,11,栗東S(L),,16,4,7,61.4,15.0,16,古川吉洋,56,ダ1400,稍,-16,1:25.9,2.9,66,4-4,33.7-37.4,40.0,504(-6),,,レディバグ,0.0,16,10892.4,544.62,1.2600000000000002,90.15,21,211,10.55,36.199999999999996,0.5109489051094891,4.0,4.0,-12.0,-12.0,0.0,2.05,1.8,-5.65,-5.9,-0.25,7,0.0,1.6
52,52,2022/04/02,2阪神3,晴,4,3歳未勝利,,18,8,16,6.5,3,4,和田竜二,56,芝1800,良,-15,1:47.5,0.2,83,6-4,35.8-34.4,34.3,462(-4),,,ラリベラ,78.0,1,568.0,189.33333333333334,0.10000000000000002,75.0,10,53,17.666666666666668,34.86666666666667,0.8913043478260869,6.0,4.0,0.0,2.0,2.0,5.333333333333333,6.666666666666667,2.6666666666666665,4.0,1.3333333333333333,3,1.0,1.6666666666666667
53,53,2022/04/02,2阪神3,晴,3,3歳未勝利,,16,7,14,11.8,6,9,武豊,56,ダ1200,良,-7,1:14.6,1.3,55,12-12,36.1-37.2,37.3,500(+4),,,スリードレフォン,0.0,2,0.0,0.0,1.85,62.0,39,129,32.25,36.825,0.509090909090909,12.0,12.0,3.0,3.0,0.0,9.5,8.25,1.75,0.5,-1.25,3,1.0,1.0
54,54,2022/04/17,2阪神8,晴,1,3歳未勝利,,16,4,8,24.5,6,15,国分優作,54,ダ1800,良,-6,1:59.1,3.8,37,7-6-6-6,37.1-39.5,42.7,476(0),,,ラピドゥス,0.0,3,110.0,36.666666666666664,2.6,52.0,77,170,56.666666666666664,40.06666666666667,0.3695652173913043,7.0,6.0,-9.0,-8.0,1.0,6.333333333333333,6.0,-4.333333333333333,-4.666666666666667,-0.3333333333333333,3,1.0,1.0
55,55,2022/04/09,2阪神5,晴,4,3歳未勝利,,16,2,3,7.1,3,7,川須栄彦,56,芝2000,良,-18,2:02.8,0.8,67,11-11-12-14,36.4-35.0,34.9,534(0),,,モーダルジャズ,0.0,4,0.0,0.0,1.1,69.0,22,45,22.5,35.9,0.5625,11.0,14.0,7.0,4.0,-3.0,8.0,6.5,0.0,-1.5,-1.5,3,1.0,1.0
56,56,2022/02/26,1阪神5,晴,3,3歳未勝利,,13,5,6,168.0,10,8,服部寿希,53,ダ1400,良,0,1:28.5,2.4,53,8-9,34.8-38.8,40.1,468(+4),,,アランチャータ,0.0,5,15.0,2.5,2.4999999999999996,47.666666666666664,49,252,50.4,39.65,0.30434782608695654,8.0,9.0,1.0,0.0,-1.0,7.5,6.166666666666667,-1.5,-2.8333333333333335,-1.3333333333333333,3,1.0,0.8333333333333334
57,57,2022/04/17,2阪神8,晴,3,3歳未勝利,,17,5,9,75.1,9,4,藤懸貴志,54,芝1600,良,-20,1:34.8,0.6,79,2-2,36.3-33.5,34.0,484(-2),,,ヴァモスロード,78.0,6,258.0,51.6,1.0799999999999998,74.6,6,135,27.0,36.7,0.6351351351351351,2.0,2.0,-2.0,-2.0,0.0,6.8,7.4,0.4,1.0,0.6,3,1.0,1.2
58,58,2022/04/10,2阪神6,晴,4,3歳未勝利,,18,5,9,3.8,1,5,坂井瑠星,56,芝1400,良,-19,1:21.7,0.5,82,12-12,34.1-35.2,34.9,468(+6),,,トラーパニ,52.0,7,739.0,123.16666666666667,0.4333333333333334,79.33333333333333,7,78,13.0,34.8,0.8131868131868132,12.0,12.0,7.0,7.0,0.0,10.0,11.5,6.166666666666667,7.666666666666667,1.5,3,1.0,1.5
59,59,2022/03/05,1阪神7,晴,5,3歳未勝利,,18,5,9,351.1,16,10,城戸義政,56,芝1600,良,-13,1:35.2,1.9,78,11-14,34.4-35.1,35.4,466(0),,出遅れ,サンクフィーユ,0.0,8,0.0,0.0,1.9,78.0,10,10,10.0,35.4,0.47058823529411764,11.0,14.0,4.0,1.0,-3.0,14.0,11.0,4.0,1.0,-3.0,3,1.0,1.0
