,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢
602,602,2020/03/08,2中山4,雨,2,3歳未勝利,,16,1,1,164.5,11.0,16,宮崎北斗,56,ダ1200,稍,-9,1:15.9,3.3,30,1-3,34.0-38.6,41.9,484(-2),,,スターファイター,0.0,17,126.0,21.0,2.033333333333333,50.0,0,,,39.68333333333333,0.4157303370786517,15.810276679841897,16.01422022498201,75.9,1.0,3.0,-13.0,-15.0,-2.0,4.833333333333333,-4.833333333333333,-4.666666666666667,0.16666666666666666,13.021175845835248,1.6957329400827321,3
603,603,2020/05/02,1福島7,晴,2,3歳未勝利,,16,4,8,138.9,14,11,柴田大知,56,芝1200,良,-3,1:11.2,1.5,65,16-16,34.8-34.9,34.8,438(0),,出遅れ,ノーセキュリティ,0.0,18,0.0,0.0,3.65,29.5,0,,,37.2,0.15625,16.85393258426966,16.229306994345492,71.2,16.0,16.0,5.0,5.0,0.0,17.0,2.5,2.5,0.0,28.994252303976847,2.3626726862225818,3
604,604,2020/05/23,1新潟5,晴,8,4歳以上1勝クラス,,16,8,15,5.5,2,1,藤田菜七,53,芝1000,良,-2,0:54.6,0.0,107,1,32.5-32.5,32.5,492(-4),,,(バカラクイーン),760.0,1,4201.0,175.04166666666666,0.7916666666666666,78.95833333333333,0,,,35.6,0.6726190476190477,18.315018315018314,17.11419703117898,54.6,1.0,1.0,0.0,0.0,0.0,3.5,-2.0833333333333335,-2.4166666666666665,-0.3333333333333333,12.407352658806793,2.082129678958541,6
605,605,2020/05/09,2東京5,曇,12,4歳以上2勝クラス,,16,5,9,41.9,11,6,Ｍ．デム,55,ダ1400,良,-6,1:25.1,1.1,87,2-2,34.9-37.0,38.0,480(-6),,,エピックアン,0.0,2,1985.0,132.33333333333334,0.8333333333333334,76.33333333333333,0,,,37.693333333333335,0.7201834862385321,16.45123384253819,16.43686948081513,85.1,2.0,2.0,-4.0,-4.0,0.0,4.466666666666667,-0.6,-0.7333333333333333,-0.13333333333333333,11.652353571274775,1.3136304655419646,5
606,606,2020/05/30,3京都11,曇,12,4歳以上2勝クラス,,16,5,9,83.2,14,12,鮫島克駿,57,ダ1400,良,-2,1:25.7,1.4,79,10-7,34.5-38.0,38.3,506(-10),,,ヨハン,0.0,3,7816.7,269.54137931034484,0.5448275862068964,91.65517241379311,0,,,36.710344827586205,0.7167487684729064,16.33605600933489,16.50020323225204,85.7,10.0,7.0,-5.0,-2.0,3.0,4.931034482758621,-0.034482758620689655,0.4482758620689655,0.4827586206896552,10.254538290706002,1.3166624472506234,8
607,607,2020/05/10,1新潟2,曇,10,邁進特別(2勝クラス),,16,2,4,53.5,14,14,杉原誠人,55,芝1000,良,-1,0:57.7,1.6,52,8,32.9-34.0,34.8,446(-2),,,ボーンスキルフル,0.0,4,3123.8,130.15833333333333,0.8291666666666666,81.33333333333333,0,,,35.00416666666666,0.48333333333333334,17.33102253032929,17.267431122950875,57.7,8.0,8.0,-6.0,-6.0,0.0,6.833333333333333,-1.9166666666666667,-2.1666666666666665,-0.25,9.493239699912776,1.3948706033177414,5
608,608,2020/07/11,2福島3,曇,9,郡山特別(1勝クラス),,12,6,7,11.5,7,1,田辺裕信,55,芝1200,稍,2,1:09.7,0.0,95,1-1,35.3-34.4,34.4,428(-10),,,(ディスパーション),1088.0,5,2538.0,141.0,0.8055555555555555,79.72222222222223,0,,,35.75555555555555,0.48659003831417624,17.21664275466284,17.05294879549095,69.7,1.0,1.0,0.0,0.0,0.0,6.722222222222222,-1.7222222222222223,-2.0,-0.2777777777777778,10.70816604020494,1.0763383088623453,5
609,609,2020/05/23,2東京9,晴,10,高尾特別(2勝クラス),,14,6,9,36.3,7,6,松山弘平,57,芝1400,良,-22,1:21.1,0.4,89,8-10,34.4-34.3,33.9,520(-2),,,リリーバレロ,0.0,6,3379.5,135.18,0.968,79.92,0,,,35.64000000000001,0.5431754874651811,17.262638717632555,17.00392941569592,81.1,8.0,10.0,4.0,2.0,-2.0,6.04,-1.52,-1.24,0.28,14.720321661651461,2.4243830423624644,5
610,610,2020/06/06,3東京1,曇,10,由比ヶ浜特別(2勝クラス),,17,6,12,32.7,11,3,丹内祐次,52,芝1400,良,-19,1:20.3,0.2,101,1-1,34.5-34.3,34.5,500(-4),,,タガノスカイハイ,385.5,7,3637.2000000000003,151.55,1.0125,80.29166666666667,0,,,36.37500000000001,0.45209580838323354,17.434620174346204,16.82030936183518,80.3,1.0,1.0,-2.0,-2.0,0.0,2.875,-5.75,-5.583333333333333,0.16666666666666666,11.102864495255266,1.6295569950142885,6
611,611,2020/05/03,1福島8,晴,12,白河特別(2勝クラス),,15,6,10,10.6,4,8,斎藤新,54,ダ1700,良,6,1:48.0,1.4,83,15-13-5-5,31.0-39.0,39.7,480(+6),,出遅れ,ハヤブサレジェンド,0.0,8,2300.0,115.0,0.9199999999999999,84.1,0,,,36.88,0.6642857142857143,15.74074074074074,16.11716394171074,108.0,15.0,5.0,-3.0,7.0,10.0,6.35,0.65,3.75,3.1,9.508559218551378,1.84554375348615,5
612,612,2020/05/23,1新潟5,晴,11,大日岳特別(2勝クラス),,16,1,1,63.0,13,11,西田雄一,55,芝1200,良,0,1:10.1,1.2,81,8-8,33.8-35.1,35.8,470(+2),,,フォッサマグナ,0.0,9,3486.1,217.88125,0.65,79.4375,0,,,34.881249999999994,0.5982142857142857,17.11840228245364,17.323305107287577,70.1,8.0,8.0,-3.0,-3.0,0.0,4.6875,-1.9375,-1.625,0.3125,11.912018878914955,1.414604986007043,4
613,613,2020/05/23,2東京9,晴,10,高尾特別(2勝クラス),,14,8,13,559.7,14,12,岩部純二,55,芝1400,良,-22,1:21.9,1.2,79,12-14,34.4-34.3,34.3,500(+2),,,リリーバレロ,0.0,10,2130.0,64.54545454545455,1.2696969696969698,74.42424242424242,0,,,34.67878787878788,0.44081632653061226,17.094017094017094,17.30054889041383,81.9,12.0,14.0,2.0,0.0,-2.0,9.454545454545455,0.15151515151515152,0.0,-0.15151515151515152,19.23070641458998,2.215383460133375,6
614,614,2020/04/25,2東京1,晴,10,府中特別(2勝クラス),,17,4,7,36.0,11,15,Ｍ．デム,55,芝1400,良,-16,1:21.8,1.6,85,2-2,34.5-34.5,36.0,444(+2),,,アビーム,0.0,11,2414.3,185.71538461538464,0.5923076923076922,85.23076923076923,0,,,35.09230769230769,0.5789473684210527,17.114914425427873,16.983525593498506,81.8,2.0,2.0,-13.0,-13.0,0.0,7.538461538461538,0.38461538461538464,0.15384615384615385,-0.23076923076923078,11.845303900271869,1.4623157480307643,4
615,615,2020/05/17,1新潟4,曇,8,4歳以上1勝クラス,,16,8,16,2.9,1,1,西田雄一,57,芝1000,良,2,0:56.0,0.0,86,4,33.0-33.7,33.4,478(+6),,,(トランプ),760.0,12,3768.5,179.45238095238096,0.5380952380952382,82.42857142857143,0,,,35.48095238095239,0.7064516129032258,17.857142857142858,17.09883716398689,56.0,4.0,4.0,3.0,3.0,0.0,6.142857142857143,0.8095238095238095,1.1904761904761905,0.38095238095238093,11.288112667904489,1.5641383972078167,6
616,616,2020/05/30,2東京11,晴,10,葉山特別(2勝クラス),,11,3,3,370.7,11,11,丹内祐次,55,芝1600,良,-21.0,1:35.4,2.1,69.0,6-5,34.8-35.0,36.8,466(-8),,,ナスノシンフォニー,0.0,13,1740.0,56.12903225806452,0.8806451612903229,79.35483870967742,0,,,34.99032258064517,0.47689075630252103,16.771488469601675,17.091988008543055,95.4,6.0,5.0,-6.0,-5.0,1.0,8.387096774193548,-0.6451612903225806,-0.25806451612903225,0.3870967741935484,10.781884039327265,1.7273082382713283,7
617,617,2020/07/05,2函館2,曇,12,HTB杯(2勝クラス),,12,5,5,6.7,3,10,丹内祐次,52,芝1200,良,-3,1:10.3,1.0,84,3-4,34.0-35.3,36.1,460(0),,,アヌラーダプラ,0.0,14,2290.8,229.08,0.43,79.7,0,,,36.010000000000005,0.7553956834532374,17.069701280227598,17.156079716930925,70.3,3.0,4.0,-6.0,-7.0,-1.0,1.9,-2.5,-2.5,0.0,13.11109554714178,1.2043996481221237,3
618,618,2020/05/03,3京都4,曇,9,鷹ケ峰特別(2勝クラス),,18,3,6,45.7,12.0,7,太宰啓介,54,芝1200,良,-14.0,1:08.8,0.5,87.0,8-9,33.6-34.7,34.0,480(-2),,,ミッキースピリット,0.0,15,4015.2000000000003,108.51891891891893,0.8027027027027027,86.08108108108108,0,,,35.305405405405416,0.4727954971857411,17.441860465116278,17.08563452929339,68.8,8.0,9.0,2.0,1.0,-1.0,7.594594594594595,-1.0,-1.4054054054054055,-0.40540540540540543,10.105708597638653,1.4042204884046532,7
619,619,2020/08/01,2新潟3,晴,12,3歳以上1勝クラス,,18,7,15,11.2,5,1,小林脩斗,52,芝1000,良,-3,0:55.8,0.0,84,11,32.3-34.0,33.3,470(+8),,S不利,(アングレーム),760.0,16,2502.0,119.14285714285714,1.6523809523809525,70.28571428571429,0,,,36.49047619047619,0.45,17.921146953405017,16.876475224235087,55.8,11.0,11.0,10.0,10.0,0.0,4.476190476190476,-4.380952380952381,-4.714285714285714,-0.3333333333333333,20.123790451819964,2.5220228336701704,6
620,620,2020/05/10,1新潟2,曇,10,邁進特別(2勝クラス),,16,1,2,81.3,15,12,中谷雄太,57,芝1000,良,-1,0:57.5,1.4,55,12,32.9-34.0,34.5,456(-2),,,ボーンスキルフル,0.0,17,4644.5,113.28048780487805,0.5951219512195123,83.90243902439025,0,,,34.94634146341463,0.6185897435897436,17.391304347826086,17.137677903705903,57.5,12.0,12.0,0.0,0.0,0.0,7.878048780487805,1.0731707317073171,1.7073170731707317,0.6341463414634146,10.352297717280493,1.1043821186281395,8
621,621,2020/02/09,1東京4,晴,8,4歳以上2勝クラス,,16,3,6,5.2,1,16,津村明秀,57,ダ1300,良,2,1:20.8,2.5,69,1-1,28.8-37.4,39.9,480(+2),,,フィルムフランセ,0.0,18,2210.0,184.16666666666666,1.25,79.83333333333333,0,,,38.358333333333334,0.5192307692307693,16.08910891089109,16.065041805104865,80.8,1.0,1.0,-15.0,-15.0,0.0,2.4166666666666665,-4.833333333333333,-4.833333333333333,0.0,16.339953575216686,1.5989641617411399,5
622,622,2020/05/23,2東京9,曇,4,3歳未勝利,,18,8,16,18.3,6,13,松山弘平,54,芝1400,良,-22,1:22.8,1.4,67,5-3,34.9-34.4,35.7,460(+10),,,レリスタット,0.0,1,355.0,59.166666666666664,0.8999999999999999,64.16666666666667,0,,,36.43333333333334,0.5632183908045977,16.908212560386474,16.763303933981557,82.8,5.0,3.0,-10.0,-8.0,2.0,4.0,-3.3333333333333335,-2.8333333333333335,0.5,14.80209582512985,1.9790742012055924,3
623,623,2020/07/12,2福島4,小雨,4,3歳未勝利,,15,6,10,38.0,10,2,小林凌大,51,芝1200,重,10,1:10.7,0.1,85,1-1,34.0-36.6,36.7,420(-8),,,アルピニズム,200.0,2,301.0,37.625,1.3125,60.25,0,,,36.85,0.5289256198347108,16.973125884016973,16.824199641851244,70.7,1.0,1.0,-1.0,-1.0,0.0,3.375,-4.75,-5.125,-0.375,22.194983305932386,1.7048949136725906,3
624,624,2020/07/05,4阪神2,晴,6,3歳未勝利,,13,8,13,4.3,3,2,松山弘平,54,芝1200,稍,5,1:10.3,0.0,88,4-4,34.5-35.8,35.6,436(-2),,,ピエーナテーラー,200.0,3,491.0,81.83333333333333,0.5833333333333334,74.5,0,,,36.96666666666667,0.7093023255813954,17.069701280227598,16.657873303687083,70.3,4.0,4.0,2.0,2.0,0.0,2.8333333333333335,-2.3333333333333335,-2.3333333333333335,0.0,15.751903027240608,2.156338544470081,3
625,625,2020/07/12,2福島4,小雨,4,3歳未勝利,,15,7,13,3.5,1,3,小林脩斗,51,芝1200,重,10,1:10.8,0.2,84,2-2,34.0-36.6,36.8,438(+2),,,アルピニズム,130.0,4,511.0,102.2,0.4800000000000001,77.8,0,,,35.779999999999994,0.8157894736842105,16.949152542372882,16.954770013965724,70.8,2.0,2.0,-1.0,-1.0,0.0,6.0,2.2,2.2,0.0,8.034647195462632,1.698692307498788,3
626,626,2020/04/26,3京都2,晴,4,3歳未勝利,,18,6,11,12.0,5,10,武豊,56,芝1200,良,-15,1:10.3,2.1,66,3-3,34.5-33.7,35.5,504(0),,,アーモロート,0.0,5,280.0,70.0,1.8,66.5,0,,,36.175,0.4339622641509434,17.069701280227598,16.841212245557266,70.3,3.0,3.0,-7.0,-7.0,0.0,6.5,-2.0,-2.0,0.0,7.082372483850309,1.8443427013437619,3
627,627,2020/05/03,1福島8,晴,5,3歳未勝利,,16,4,7,19.7,8.0,15,藤田菜七,52,芝1200,良,-3.0,1:11.5,1.7,61.0,2-5,34.2-35.6,37.1,388(-14),,,マテラシオン,0.0,6,231.0,38.5,0.9166666666666666,71.16666666666667,0,,,35.81666666666667,0.5555555555555556,16.783216783216783,16.983991179984745,71.5,2.0,5.0,-10.0,-13.0,-3.0,5.166666666666667,-2.5,-2.5,0.0,6.998542122237652,1.2950455038889008,3
628,628,2020/05/17,2東京8,晴,4,3歳未勝利,,18,1,2,152.3,12,15,伊藤工真,54,芝1400,稍,-17,1:23.5,1.8,63,4-4,35.1-34.6,36.1,432(+2),,,サトノファビュラス,0.0,7,0.0,0.0,1.8,54.25,0,,,37.225,0.32786885245901637,16.766467065868262,16.384945903297083,83.5,4.0,4.0,-11.0,-11.0,0.0,5.25,-6.0,-6.0,0.0,17.99555500672319,2.128473631502163,3
629,629,2020/07/05,4阪神2,晴,6,3歳未勝利,,13,4,5,151.7,11,5,幸英明,54,芝1200,稍,5,1:10.7,0.4,82,7-7,34.5-35.8,35.7,422(+18),,,ピエーナテーラー,51.0,8,51.0,17.0,1.4333333333333333,71.0,0,,,35.96666666666667,0.35714285714285715,16.973125884016973,16.675111979237844,70.7,7.0,7.0,2.0,2.0,0.0,7.666666666666667,-2.3333333333333335,-1.3333333333333333,1.0,8.842369591913696,1.1776565713313891,3
630,630,2020/05/16,1新潟3,曇,6,3歳未勝利,,16,6,11,10.6,6,8,古川吉洋,54,芝1000,良,0,0:56.8,1.0,69,10,32.6-33.8,33.9,466(0),,出遅れ,ルドラクシャ,0.0,9,50.0,7.142857142857143,1.5,59.42857142857143,0,,,36.82857142857143,0.4819277108433735,17.605633802816904,16.690402743663565,56.8,10.0,10.0,2.0,2.0,0.0,6.857142857142857,-0.2857142857142857,-0.2857142857142857,0.0,10.158124826955023,2.1142374511865976,3
631,631,2020/05/16,1新潟3,曇,6,3歳未勝利,,16,3,6,48.7,11,7,岩崎翼,56,芝1000,良,0,0:56.8,1.0,69,1,32.6-33.8,34.8,480(+6),,,ルドラクシャ,0.0,10,0.0,0.0,2.925,41.0,0,,,37.7,0.2037037037037037,17.605633802816904,16.422029157823374,56.8,1.0,1.0,-6.0,-6.0,0.0,6.5,-5.25,-6.0,-0.75,18.33684814792335,2.2283626275810686,3
632,632,2020/05/24,3京都10,晴,1,3歳未勝利,,16,5,10,216.5,15,15,太宰啓介,54,ダ1400,良,-5,1:27.9,2.0,50,13-14,35.2-38.4,39.0,430(+10),,出遅れ,トモジャアルマンド,0.0,11,0.0,0.0,1.8999999999999997,46.333333333333336,0,,,38.23333333333333,0.28888888888888886,15.927189988623434,15.965778053119303,87.9,13.0,14.0,-1.0,-2.0,-1.0,11.333333333333334,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,13.275918047351754,1.8925842121290133,3
633,633,2020/04/18,1福島3,雨,2,3歳未勝利,,16,3,6,37.7,10,13,鮫島克駿,54,芝1200,稍,4,1:12.3,1.7,56,9-10,34.3-36.3,37.3,406(+14),,出遅れ,リヴェール,0.0,12,75.0,15.0,0.9,62.2,0,,,35.3,0.5217391304347826,16.597510373443985,17.096490280234036,72.3,9.0,10.0,-3.0,-4.0,-1.0,8.4,0.8,1.2,0.4,9.030811456096044,1.3228756555322938,3
634,634,2020/05/23,1新潟5,晴,3,3歳未勝利,,15,8,15,23.8,8.0,11,山田敬士,53.0,ダ1200,稍,-5,1:14.2,1.6,57,11-11,35.0-37.6,38.2,446(-2),,,アルカウン,0.0,13,77.0,12.833333333333334,1.1833333333333333,61.666666666666664,0,,,37.266666666666666,0.4675324675324675,16.172506738544474,16.593516618049197,74.2,11.0,11.0,0.0,0.0,0.0,5.0,-2.8333333333333335,-2.5,0.3333333333333333,5.248906591678239,2.004891976325582,3
635,635,2020/04/18,2阪神7,曇,3,3歳未勝利,,16,8,16,66.0,11.0,12.0,原田和真,54,ダ1200,不,-22.0,1:14.5,2.7,42.0,6-6,34.6-37.2,39.0,432(+2),,,サイモンハロルド,0.0,14.0,70.0,14.0,2.22,50.8,0,,,38.3,0.34375,16.107382550335572,16.09030350979418,74.5,6.0,6.0,-6.0,-6.0,0.0,6.8,-2.6,-2.8,-0.2,14.895935314336219,2.268198012128178,3
636,636,2020/03/22,1阪神9,晴,3,3歳未勝利,,15,4,7,24.7,10,11,松山弘平,56,芝1400,良,-13,1:22.4,1.2,81,12-13,34.4-35.0,35.1,454(+6),,出遅れ,グッドアズゴールド,0.0,15,0.0,0.0,1.35,65.5,0,,,37.05,0.4827586206896552,16.990291262135923,16.395822831970897,82.4,12.0,13.0,2.0,1.0,-1.0,8.5,0.0,-0.5,-0.5,12.762793146051099,2.1139746660943897,3
637,637,2019/11/09,5京都3,晴,3,2歳未勝利,,17,8,17,32.3,9,14,岩田望来,52,芝1400,良,-6,1:24.1,1.6,61,2-2,34.5-36.1,37.5,452(0),,,マコトジェムチュク,0.0,16,110.0,55.0,1.25,63.0,0,,,37.15,0.4074074074074074,16.646848989298455,16.54260257684101,84.1,2.0,2.0,-12.0,-12.0,0.0,2.5,-6.5,-6.5,0.0,3.6817870057290873,1.373559851869102,3
638,638,2020/04/18,3中山7,雨,4,3歳未勝利,,17,7,13,345.2,17,10,中井裕二,54,芝2000,不,40,2:12.0,2.5,52,10-10-10-12,37.2-39.2,40.5,410(0),,,ライクアジュエリー,0.0,17,0.0,0.0,2.7800000000000002,44.0,0,,,40.2,0.30434782608695654,15.151515151515152,15.560480884148078,132.0,10.0,12.0,2.0,0.0,-2.0,9.0,-1.6,-2.8,-1.2,11.156711980786374,3.5227829907617068,3
639,639,2020/03/24,浦和,晴,7,ツインシャイン特別,,12,7,10,8.5,3,10,矢野貴之,54.0,ダ1400,良,-17,1:33.9,4.0,18,3-3-3-9,35.8-40.1,43.5,430(-10),,,リンダリンダリンダ,0.0,18,70.0,14.0,2.3400000000000003,48.2,0,,,38.339999999999996,0.38571428571428573,14.90947816826411,16.417293614203125,93.9,3.0,9.0,-1.0,-7.0,-6.0,4.4,-5.2,-6.6,-1.4,17.707499980391233,2.7138021707969475,3
640,640,2020/02/16,1小倉10,曇,8,4歳以上1勝クラス,,14,4,6,18.0,11,12,小林凌大,52,芝1200,重,30,1:12.4,0.6,70,4-5,34.7-37.1,37.2,462(+4),,,ルールダーマ,0.0,1,1742.0,87.1,1.735,69.6,0,,,36.65,0.4169611307420495,16.574585635359114,16.82424163777659,72.4,4.0,5.0,-7.0,-8.0,-1.0,4.15,-5.1,-5.45,-0.35,19.93595186768739,2.570881776079165,6
641,641,2020/04/12,3中山6,曇,8,4歳以上1勝クラス,,16,6,11,28.9,8.0,15.0,鮫島克駿,55,芝1600,稍,-6,1:36.1,1.2,78,7-8-9,35.1-36.3,36.9,462(+14),,,ストームリッパー,0.0,2.0,860.0,86.0,0.72,86.8,0,,,35.21999999999999,0.5277777777777778,16.64932362122789,16.978254372966106,96.1,7.0,9.0,-6.0,-8.0,-2.0,8.5,0.7,0.6,-0.1,6.358439436380259,1.2490657665856502,5
642,642,2020/07/04,2福島1,曇,12,3歳以上1勝クラス,,16,1,2,64.5,10,4,小林凌大,49,芝1200,重,1,1:09.4,0.2,95,10-11,33.7-35.5,35.0,464(0),,,リッチクレマチス,110.0,3,512.0,30.11764705882353,1.3470588235294116,57.35294117647059,0,,,37.688235294117646,0.43352601156069365,17.291066282420747,16.335703771871323,69.4,10.0,11.0,7.0,6.0,-1.0,6.0,-0.7647058823529411,-1.2352941176470589,-0.47058823529411764,20.34221117665323,2.0899893673307424,3
643,643,2020/05/17,1新潟4,曇,8,4歳以上1勝クラス,,16,2,4,32.8,10,7,柴山雄一,55,芝1000,良,2,0:57.1,1.1,66,2,33.0-33.7,34.6,478(0),,,コンピレーション,0.0,4,1260.0,96.92307692307692,0.8692307692307691,73.23076923076923,0,,,35.16153846153847,0.6,17.513134851138354,17.249035298744822,57.1,2.0,2.0,-5.0,-5.0,0.0,5.846153846153846,-1.1538461538461537,-1.4615384615384615,-0.3076923076923077,16.457118055536867,1.2766346064427936,4
644,644,2020/05/02,1福島7,晴,12,喜多方特別(1勝クラス),,15,3,4,116.0,15,10,山田敬士,55,芝1200,良,-3,1:09.9,0.6,84,2-2,34.2-35.1,35.6,464(+2),,,ノーブルワークス,0.0,5,2977.2,69.23720930232558,0.8697674418604651,80.06976744186046,0,,,35.96279069767441,0.4216666666666667,17.167381974248926,16.956362508058486,69.9,2.0,2.0,-8.0,-8.0,0.0,6.488372093023256,-2.5813953488372094,-2.395348837209302,0.18604651162790697,6.970125151537752,1.3608057743013515,6
645,645,2020/05/17,1新潟4,曇,7,4歳以上1勝クラス,,15,1,1,4.5,2,8,西田雄一,57,ダ1200,稍,-13,1:12.4,0.8,74,3-4,33.9-37.7,38.1,514(+14),,,シルバークレイン,0.0,6,1181.0,56.23809523809524,1.2142857142857142,59.904761904761905,0,,,38.766666666666666,0.6392857142857142,16.574585635359114,15.979866675475947,72.4,3.0,4.0,-4.0,-5.0,-1.0,5.523809523809524,-0.2857142857142857,-0.38095238095238093,-0.09523809523809523,14.691946970538792,1.9138091047061618,5
646,646,2020/05/10,2東京6,晴,5,3歳1勝クラス,,11,1,1,118.0,10,11,大野拓弥,54.0,芝1400,良,-19.0,1:23.4,2.2,63.0,3-2,35.6-33.7,35.6,436(-12),,,フランジヴェント,0.0,7,1398.0,155.33333333333334,1.1444444444444446,70.44444444444444,0,,,36.53333333333333,0.4528301886792453,16.786570743405274,16.918674851744395,83.4,3.0,2.0,-9.0,-8.0,1.0,1.3333333333333333,-6.111111111111111,-6.111111111111111,0.0,12.251122397560152,1.4958609561052132,3
647,647,2020/05/16,1新潟3,曇,6,3歳未勝利,,16,7,13,8.6,5,1,杉原誠人,54,芝1000,良,0,0:55.8,0.0,87,2,32.6-33.8,33.7,444(+4),,,(レオハイセンス),510.0,8,990.0,141.42857142857142,0.9571428571428572,62.0,0,,,36.628571428571426,0.61,17.921146953405017,16.853397414422908,55.8,2.0,2.0,1.0,1.0,0.0,1.7142857142857142,-4.857142857142857,-4.857142857142857,0.0,16.840705893756354,2.1682005788210637,3
648,648,2020/05/16,1新潟3,曇,8,4歳以上1勝クラス,,15,1,1,21.2,9,13,原優介,52,ダ1200,良,-11,1:13.5,1.8,61,9-9,33.9-37.8,38.2,428(-4),,躓く,ビートマジック,0.0,9,1056.0,88.0,0.7083333333333335,73.75,0,,,36.083333333333336,0.5380434782608695,16.3265306122449,16.987803093150333,73.5,9.0,9.0,-4.0,-4.0,0.0,5.75,-2.3333333333333335,-2.3333333333333335,0.0,9.99881649801349,1.0999731034904305,4
649,649,2020/05/03,3京都4,曇,5,3歳1勝クラス,,18,3,6,43.3,12,15,中谷雄太,56,芝1400,良,-14,1:23.0,1.7,71,4-7,35.2-34.4,35.7,450(-8),,,ルガーサント,0.0,10,840.0,210.0,0.55,73.5,0,,,35.7,0.6724137931034483,16.867469879518072,16.99586967384666,83.0,4.0,7.0,-8.0,-11.0,-3.0,3.5,-2.25,-3.0,-0.75,2.993325909419153,0.8518215775618757,3
650,650,2020/05/17,1新潟4,曇,8,4歳以上1勝クラス,,16,1,2,106.9,15,16,菱田裕二,55,芝1000,良,2,0:58.5,2.5,40,8,33.0-33.7,35.7,448(+6),,,コンピレーション,0.0,11,500.0,45.45454545454545,1.6909090909090911,51.54545454545455,0,,,35.29090909090909,0.3275862068965517,17.094017094017094,17.186776122206666,58.5,8.0,8.0,-8.0,-8.0,0.0,6.818181818181818,-4.818181818181818,-5.454545454545454,-0.6363636363636364,17.332331701828874,1.2968712349342937,4
651,651,2020/05/17,3京都8,晴,8,4歳以上1勝クラス,,9,8,9,12.9,6,9,川須栄彦,55,芝2000,稍,3,2:09.6,6.4,25,1-1-2-8,34.6-38.8,44.9,490(+14),,,カズマークセン,0.0,12,760.0,95.0,1.625,63.375,0,,,38.79999999999999,0.5588235294117647,15.4320987654321,16.02629637054405,129.6,1.0,8.0,-1.0,-8.0,-7.0,2.75,-3.875,-4.875,-1.0,14.910432175303336,3.056141357987225,4
652,652,2020/05/17,1新潟4,曇,8,4歳以上1勝クラス,,16,5,10,42.4,11,9,嶋田純次,57,芝1000,良,2,0:57.5,1.5,58,13,33.0-33.7,34.3,478(-4),,躓く,コンピレーション,0.0,13,1010.0,56.111111111111114,1.0444444444444447,73.5,0,,,36.711111111111116,0.43866171003717475,17.391304347826086,16.898526456413663,57.5,13.0,13.0,4.0,4.0,0.0,3.888888888888889,-5.5,-5.722222222222222,-0.2222222222222222,9.904810102061258,1.429119404202513,6
653,653,2020/05/17,1新潟4,曇,7,4歳以上1勝クラス,,15,3,4,28.1,12,13,吉田隼人,57,ダ1200,稍,-13,1:13.4,1.8,60,14-15,33.9-37.7,36.9,478(+8),,出遅れ,シルバークレイン,0.0,14,980.0,89.0909090909091,1.3090909090909089,67.63636363636364,0,,,37.06363636363637,0.45222929936305734,16.34877384196185,16.574765724914094,73.4,14.0,15.0,2.0,1.0,-1.0,5.818181818181818,-3.0,-3.1818181818181817,-0.18181818181818182,12.370158985774328,1.848122170083881,4
654,654,2020/05/17,1新潟4,曇,8,4歳以上1勝クラス,,16,3,5,9.8,5,10,菅原明良,53,芝1000,良,2,0:57.5,1.5,58,2,33.0-33.7,35.0,394(-8),,,コンピレーション,0.0,15,1239.6,82.64,1.2999999999999998,52.733333333333334,0,,,36.779999999999994,0.5341614906832298,17.391304347826086,16.595941246504317,57.5,2.0,2.0,-8.0,-8.0,0.0,4.733333333333333,-1.2666666666666666,-1.6666666666666667,-0.4,27.059829544917683,2.580334280669852,4
655,655,2020/02/15,1小倉9,曇,12,合馬特別(1勝クラス),,15,5,9,11.2,4,12,西村淳也,55,芝1200,良,8,1:10.9,0.9,70,2-2,34.3-35.7,36.4,480(+10),,,ランドルーラー,0.0,16,875.0,79.54545454545455,0.890909090909091,76.72727272727273,0,,,35.82727272727273,0.46511627906976744,16.92524682651622,17.106712479576927,70.9,2.0,2.0,-10.0,-10.0,0.0,5.454545454545454,-3.909090909090909,-4.0,-0.09090909090909091,12.200580587278077,1.0667968670536834,5
656,656,2020/04/18,1福島3,雨,10,雪うさぎ賞(1勝クラス),,16,6,12,141.6,14.0,15.0,木幡初也,54,芝1200,稍,21.0,1:15.6,4.5,25.0,2-8,34.0-37.1,41.4,426(0),,,ジュニパーベリー,0.0,17.0,500.0,83.33333333333333,1.5166666666666666,60.833333333333336,0,,,37.233333333333334,0.4090909090909091,15.873015873015873,16.789077004916738,75.6,2.0,8.0,-7.0,-13.0,-6.0,4.5,-5.166666666666667,-7.0,-1.8333333333333333,16.21916226226854,2.0182837728513547,3
