,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,位置取り,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,位置取り平均,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,着差_調整,着差平均_condision,ペース平均,上がりハロン平均,ﾀｲﾑ指数_調整,ﾀｲﾑ指数_調整_合計,ﾀｲﾑ指数3平均
34,34,2021/10/21,門別,曇,11,静内産米万馬券特別,,10,6,6,19.3,6.0,5,桑村真明,56,ダ1200,不,-34,1:12.8,0.6,58,4-5,0.0-37.5,37.4,464(+6),,,フォルトゥーレ,14.0,7,,125.22727272727273,0.8479999999999999,84.70454545454545,0,,,36.904545454545456,0.5771812080536913,16.483516483516485,16.497430419398537,72.8,4.0,5.0,4.5,0.4,0.0,37.5,37.4,-0.10000000000000142,-37.5,29.088000000000008,37.01599999999999,6.575,8.004000000000001,0.0759999999999998,-7.928000000000002,0.0,-1.0,-1.0,0.47197896221425645,6.46,6.66,-0.08,0.12,0.2,17.244448705295216,1.301582746911937,7,0.6,0.8409090909090909,24.96666666666667,34.398666666666664,-22.0,125.0,59.75
35,35,2021/10/21,門別,曇,11,静内産米万馬券特別,,10,5,5,10.3,4.0,1,五十嵐冬,55,ダ1200,不,-34.0,1:12.2,-0.2,66.0,8-7,0.0-37.5,36.3,416(-2),,,(ソルサリエンテ),200.0,8,,43.23809523809524,0.48571428571428565,57.88095238095238,0,,,37.983333333333334,0.7773109243697479,16.620498614958446,16.12395719494539,72.2,8.0,7.0,7.5,0.8,0.0,37.5,36.3,-1.2000000000000028,-37.5,17.809523809523814,38.4404761904762,7.3015873015873005,20.173809523809524,-0.4571428571428574,-20.630952380952376,6.0,7.0,1.0,0.6208164851021994,7.0476190476190474,7.5476190476190474,3.5238095238095237,4.023809523809524,0.5,11.060285170754412,0.8017490345064792,5,-0.1,0.48571428571428565,24.599999999999998,31.411111111111122,-14.0,-929.0,60.0
36,36,2021/10/21,門別,曇,10,静内軽種馬生産振興会,,11,7,8,28.6,7.0,5.0,阿部龍,55,ダ1200,不,-34,1:13.0,0.4,55,8-8,0.0-37.6,37.0,466(0),,,カツゲキダイオウ,7.0,9.0,,38.43888888888889,0.8557692307692306,66.94444444444444,0,,,37.69444444444444,0.5613207547169812,16.438356164383563,15.894017551400301,73.0,8.0,8.0,8.0,0.7272727272727273,0.0,37.6,37.0,-0.6000000000000014,-37.6,,,5.3173076923076925,,,,3.0,3.0,0.0,0.41767855541894006,5.576923076923077,5.0576923076923075,0.4230769230769231,-0.09615384615384616,-0.5192307692307693,15.397128164491493,1.38734041285703,8,0.4,0.9777777777777779,24.866666666666664,,-25.0,-453.0,54.25
37,37,2021/10/21,門別,曇,11,静内産米万馬券特別,,10,8,9,84.0,10.0,10,落合玄太,53,ダ1200,不,-34,1:14.1,1.9,40,4-7,0.0-37.5,38.7,458(-2),,,フォルトゥーレ,,10,,0.0,1.354545454545455,40.857142857142854,0,,,39.4,0.10144927536231885,16.194331983805668,16.66333947070613,74.1,4.0,7.0,5.5,0.4,0.0,37.5,38.7,1.2000000000000028,-37.5,29.569696969696967,35.800000000000004,3.234848484848485,7.284848484848484,1.054545454545455,-6.230303030303029,-3.0,-6.0,-3.0,0.21446081151963498,3.757575757575758,2.8181818181818183,-5.151515151515151,-6.090909090909091,-0.9393939393939394,22.59813278871359,1.99439526091179,6,1.9,2.8142857142857145,25.400000000000002,34.074747474747475,-40.0,-105.0,35.75
38,38,2021/10/21,門別,曇,11,静内産米万馬券特別,,10,7,7,72.5,9.0,6,阪野学,55,ダ1200,不,-34,1:12.9,0.7,57,8-9,0.0-37.5,37.1,536(-4),,,フォルトゥーレ,,11,,36.10526315789474,0.6879629629629633,52.63157894736842,0,,,39.284210526315796,0.7085714285714285,16.46090534979424,15.34261759198788,72.9,8.0,9.0,8.5,0.8,0.0,37.5,37.1,-0.3999999999999986,-37.5,11.705555555555556,39.90925925925925,5.819444444444445,28.159259259259265,-0.04444444444444442,-28.203703703703695,3.0,2.0,-1.0,0.6294344030455141,4.481481481481482,6.574074074074074,1.1851851851851851,3.2777777777777777,2.0925925925925926,8.659662352893195,1.2509883695808073,8,0.7,0.7842105263157896,24.866666666666664,30.493209876543208,-23.0,-1377.0,53.5
39,39,2020/07/07,水沢,曇,10,C1,,9,1,1,55.8,8.0,3.0,木村暁,54,ダ850,不,-23.0,0:51.1,0.4,34.0,5-5,0.0-36.1,35.5,438(+1),,,タイガーパンチ,4.8,1.0,,3.7526315789473683,0.97734375,35.8421052631579,0,,,40.30526315789474,0.6355140186915887,16.634050880626223,15.779388588293548,51.1,5.0,5.0,5.0,0.5555555555555556,0.0,36.1,35.5,-0.6000000000000014,-36.1,4.7749999999999995,38.735937499999984,4.19140625,34.4875,0.5265624999999999,-33.96093749999998,2.0,2.0,0.0,0.3936197916666666,4.265625,4.171875,-0.953125,-1.046875,-0.09375,15.40540134279352,2.3891242732221794,5,0.4,0.8434210526315791,23.866666666666664,27.591145833333336,-46.0,-2539.0,29.5
40,40,2020/07/06,水沢,曇,10,C1二組,,11,3,3,64.1,9.0,3.0,高橋悠里,54,ダ1600,重,-11.0,1:44.0,1.1,42.0,2-2-2-2,0.0-39.7,40.6,449(+2),,,ソーグレア,4.8,2.0,,10.1,1.2769230769230768,35.705882352941174,0,,,40.22941176470587,0.5859872611464968,15.384615384615385,15.516038351898551,104.0,2.0,2.0,2.0,0.18181818181818182,0.0,39.7,40.6,0.8999999999999986,-39.7,0.0,39.40384615384615,3.5,40.20384615384614,0.8000000000000002,-39.40384615384615,-1.0,-1.0,0.0,0.3733682983682983,3.576923076923077,3.6153846153846154,-1.4615384615384615,-1.4230769230769231,0.038461538461538464,11.94649709609227,1.7592787523286524,4,1.1,0.9705882352941179,26.76666666666667,26.535897435897432,-38.0,-1156.0,32.0
41,41,2020/07/07,水沢,曇,10,C1,,9,8,8,8.9,5.0,6.0,岩本怜,56,ダ850,不,-23.0,0:51.5,0.8,26.0,7-7,0.0-36.1,35.5,507(0),,,タイガーパンチ,,3.0,,4.220000000000001,1.5466666666666664,23.4,0,,,40.486,0.4701195219123506,16.50485436893204,15.140184408608757,51.5,7.0,7.0,7.0,0.7777777777777778,0.0,36.1,35.5,-0.6000000000000014,-36.1,,,7.133333333333334,,,,1.0,1.0,0.0,0.7748800505050503,5.533333333333333,8.283333333333333,-0.43333333333333335,2.316666666666667,2.75,20.345603052212123,2.0952384558914754,6,0.8,1.6409999999999996,23.866666666666664,,-54.0,-3351.0,36.0
42,42,2020/07/05,水沢,曇,9,C1六組,,8,7,7,1.9,1.0,1.0,陶文峰,56,ダ1400,重,-15.0,1:29.3,-0.2,50.0,2-2-2-2,0.0-39.5,39.4,443(-10),,,(アサミン),30.0,4.0,,48.85909090909092,1.18,60.59090909090909,0,,,39.15909090909091,0.5735849056603773,15.677491601343785,15.800844284599334,89.3,2.0,2.0,2.0,0.25,0.0,39.5,39.4,-0.10000000000000142,-39.5,11.326666666666666,38.79111111111111,3.5444444444444443,28.317777777777792,0.8533333333333329,-27.464444444444446,1.0,1.0,0.0,0.2643988418988419,3.7111111111111112,3.422222222222222,-2.2666666666666666,-2.5555555555555554,-0.28888888888888886,14.603195134234987,1.7013171812536116,6,-0.1,0.9727272727272728,26.3,29.920740740740733,-30.0,-1169.0,42.25
43,43,2020/07/07,水沢,曇,10,C1,,9,8,9,38.0,7.0,5.0,小林凌,54,ダ850,不,-23.0,0:51.4,0.7,28.0,4-4,0.0-36.1,36.0,488(+6),,,タイガーパンチ,1.8,5.0,,9.741176470588234,1.3756410256410256,45.970588235294116,0,,,40.45588235294117,0.49375,16.53696498054475,15.477252558775122,51.4,4.0,4.0,4.0,0.4444444444444444,0.0,36.1,36.0,-0.10000000000000142,-36.1,,,4.102564102564102,,,,-1.0,-1.0,0.0,0.3656276238007007,4.064102564102564,4.166666666666667,-1.6794871794871795,-1.5769230769230769,0.10256410256410256,14.256098355794101,2.057339400631194,7,0.7,1.5132352941176468,24.03333333333333,,-52.0,-2215.0,28.75
44,44,2020/07/06,水沢,曇,11,C1一組,,12,2,2,2.8,2.0,4.0,坂口裕一,54,ダ1600,重,-11.0,1:43.2,1.1,50.0,1-1-1-1,0.0-38.6,39.7,492(0),,,マイネルエメ,3.0,6.0,,21.0,0.8517857142857143,42.2,0,,,39.54,0.8076923076923077,15.503875968992247,16.843352246574465,103.2,1.0,1.0,1.0,0.08333333333333333,0.0,38.6,39.7,1.1000000000000014,-38.6,28.174999999999994,35.628571428571426,7.107142857142857,7.685714285714286,0.23214285714285715,-7.45357142857143,-3.0,-3.0,0.0,0.510218452182738,7.071428571428571,7.142857142857143,-1.1785714285714286,-1.1071428571428572,0.07142857142857142,18.117203313035105,2.242153712374949,5,1.1,0.53,26.100000000000005,33.221428571428575,-30.0,-219.0,51.0
45,45,2020/07/07,水沢,曇,10,C1,,9,7,7,3.6,2.0,1,南郷家全,54.0,ダ850,不,-23.0,0:50.7,-0.1,42.0,3-3,0.0-36.1,35.6,440(-3),,,(ライトセイラ),30.0,7,,4.7444444444444445,1.3521276595744685,31.47222222222222,0,,,40.8,0.49216300940438873,16.765285996055226,15.420240920314662,50.7,3.0,3.0,3.0,0.3333333333333333,0.0,36.1,35.6,-0.5,-36.1,2.4340425531914893,39.22553191489363,3.0195035460992914,37.810638297872345,1.0191489361702137,-36.79148936170214,2.0,2.0,0.0,0.2729905437352245,3.617021276595745,2.6595744680851063,-1.702127659574468,-2.6595744680851063,-0.9574468085106383,14.0070511757075,2.1015856695335757,4,-0.05,1.405555555555556,23.900000000000002,27.301418439716308,-38.0,-2335.0,42.75
46,46,2020/07/06,水沢,曇,3,C2,,10,1,1,3.2,2.0,1.0,山本政聡,56,ダ850,重,-11.0,0:51.3,-0.3,42.0,1-1,0.0-36.2,36.2,433(-4),,,(シェヴェルニー),25.0,8.0,,2.7079999999999997,1.6357142857142855,22.16,0,,,39.168000000000006,0.5120772946859904,16.569200779727097,15.779884888210631,51.3,1.0,1.0,1.0,0.1,0.0,36.2,36.2,0.0,-36.2,2.2285714285714286,37.86,3.7285714285714286,36.72,1.0885714285714287,-35.63142857142858,0.0,0.0,0.0,0.3681668728097298,3.914285714285714,3.6,-1.2571428571428571,-1.5714285714285714,-0.3142857142857143,11.911291198887355,2.225975996232319,4,-0.15,1.54,24.133333333333336,26.345714285714283,-38.0,-2003.0,33.0
47,47,2020/07/07,水沢,曇,11,C1三組,,10,7,8,2.0,1.0,5,陶文峰,54,ダ1600,不,-23.0,1:43.5,0.4,35.0,1-1-1-1,0.0-39.4,39.8,457(+2),,,ヤマニンポラール,1.8,9,,4.472222222222222,1.021153846153846,49.94444444444444,0,,,39.82222222222222,0.6208791208791209,15.458937198067632,15.722481346874243,103.5,1.0,1.0,1.0,0.1,0.0,39.4,39.8,0.3999999999999986,-39.4,,,4.408653846153846,,,,-4.0,-4.0,0.0,0.37716466226081596,4.788461538461538,4.115384615384615,-0.75,-1.4230769230769231,-0.6730769230769231,11.830625010761157,1.690745020848826,6,0.4,0.9166666666666665,26.399999999999995,,-45.0,-1438.0,44.5
