,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,位置取り,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,位置取り平均,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,着差_調整,着差平均_condision,ペース平均,上がりハロン平均,ﾀｲﾑ指数_調整,ﾀｲﾑ指数_調整_合計,ﾀｲﾑ指数3平均,ﾀｲﾑ指数10平均
0,0,2022/09/11,佐賀,晴,4,おいでやすこがのうま,,9,5,5,5.8,3,3,山口勲,56,ダ1400,良,5,1:31.8,1.8,40,1-1-1-2,0.0-39.0,40.8,506(-1),,,タマモクレマチス,6.7,1,,0.6090909090909091,1.2954545454545456,30.545454545454547,0,,,40.46363636363637,0.6,15.250544662309368,15.782630446973478,91.8,1.0,2.0,1.25,0.1111111111111111,0.0,39.0,40.8,1.7999999999999972,-39.0,13.06037735849057,38.37169811320754,4.009433962264151,26.509433962264154,1.1981132075471692,-25.311320754716984,-1.0,-2.0,-1.0,0.3167746038029057,4.471698113207547,3.69811320754717,-2.30188679245283,-3.0754716981132075,-0.7735849056603774,19.773060888488224,1.7497883469892181,7,1.8,1.340909090909091,26.599999999999998,30.333962264150944,-40.0,-1567.0,37.0,29.727272727272727
1,1,2022/09/11,佐賀,晴,4,おいでやすこがのうま,,9,2,2,13.2,4.0,4,村松翔太,54,ダ1400,良,5,1:31.8,1.8,40,4-3-3-4,0.0-39.0,40.4,434(+5),,,タマモクレマチス,4.4,2,,0.4,1.6681818181818182,27.90909090909091,0,,,40.945454545454545,0.375,15.250544662309368,15.236510286715513,91.8,4.0,4.0,3.5,0.4444444444444444,0.0,39.0,40.4,1.3999999999999986,-39.0,28.830769230769224,40.130769230769225,6.929487179487179,11.969230769230773,0.6692307692307684,-11.300000000000002,0.0,0.0,0.0,0.5982781107781109,6.461538461538462,7.3076923076923075,-0.6923076923076923,0.15384615384615385,0.8461538461538461,11.787445760257835,1.3450589851264472,4,1.8,1.6681818181818182,26.46666666666667,36.58717948717948,-40.0,-687.0,28.25,27.90909090909091
2,2,2022/09/11,佐賀,晴,4,おいでやすこがのうま,,9,8,8,33.2,5,6,田中純,56,ダ1400,良,5,1:32.6,2.6,31,3-4-5-5,0.0-39.0,41.1,476(-7),,,タマモクレマチス,,3,,0.0,1.268181818181818,23.181818181818183,0,,,40.35454545454546,0.4948453608247423,15.11879049676026,15.138996451974776,92.6,3.0,5.0,4.25,0.3333333333333333,0.0,39.0,41.1,2.1000000000000014,-39.0,7.927272727272728,39.227272727272734,6.136363636363637,32.7090909090909,1.4090909090909092,-31.3,-1.0,-3.0,-2.0,0.5506333387349428,6.590909090909091,6.0,-0.2727272727272727,-0.8636363636363636,-0.5909090909090909,20.118458264712046,2.603211627019067,4,2.6,1.4045454545454545,26.7,29.263636363636365,-49.0,-1290.0,28.5,25.90909090909091
3,3,2022/09/11,佐賀,晴,2,KYUSHUDREA,,9,6,6,4.2,2.0,2.0,吉本隆記,54,ダ1400,良,5.0,1:32.7,0.4,30.0,3-3-3-3,0.0-41.0,40.6,496(+4),,,タイキスピネル,11.8,4.0,,1.0727272727272728,1.2454545454545454,14.363636363636363,0,,,40.32727272727273,0.6333333333333333,15.102481121898597,14.997656162843688,92.7,3.0,3.0,3.0,0.3333333333333333,0.0,41.0,40.6,-0.3999999999999986,-41.0,2.6223880597014926,39.695522388059715,7.154228855721395,37.449253731343276,0.37611940298507424,-37.073134328358215,1.0,1.0,0.0,0.6757637677413795,7.149253731343284,6.985074626865671,1.4776119402985075,1.3134328358208955,-0.16417910447761194,13.356957157162327,0.9383724314307215,5,0.4,1.3363636363636362,27.2,27.463184079601998,-50.0,-4307.0,27.25,18.0
4,4,2022/08/27,佐賀,晴,2,C1ー14組,,9,5,5,14.2,4,2,山下裕貴,56,ダ1400,重,5,1:32.6,0.9,31,8-8-6-6,0.0-40.6,39.5,479(+3),,,ダイメイソテツ,11.8,5,,1.0727272727272728,0.7045454545454546,28.363636363636363,0,,,39.59090909090909,0.6555555555555556,15.11879049676026,15.249566503892341,92.6,8.0,6.0,7.0,0.8888888888888888,0.0,40.6,39.5,-1.1000000000000014,-40.6,6.735714285714287,39.4392857142857,6.669642857142857,33.08571428571429,0.38214285714285773,-32.70357142857142,4.0,6.0,2.0,0.6402784219748504,6.464285714285714,6.964285714285714,0.6785714285714286,1.1785714285714286,0.5,14.511629679577474,1.0888364449287111,4,0.9,0.8863636363636366,26.7,28.665476190476188,-49.0,-1483.0,25.5,31.636363636363637
5,5,2022/09/11,佐賀,晴,2,KYUSHUDREA,,9,5,5,6.2,3,3,山田義貴,52,ダ1400,良,5,1:33.2,0.9,24,7-6-5-4,0.0-41.0,40.2,429(-2),,,タイキスピネル,6.7,6,,0.6090909090909091,0.9590909090909091,18.454545454545453,0,,,40.654545454545456,0.5806451612903226,15.02145922746781,15.152466958101638,93.2,7.0,4.0,5.5,0.7777777777777778,0.0,41.0,40.2,-0.7999999999999972,-41.0,0.0,39.47142857142857,6.940476190476191,39.72857142857144,0.25714285714285656,-39.47142857142857,1.0,4.0,3.0,0.733922558922559,6.119047619047619,7.523809523809524,0.40476190476190477,1.8095238095238095,1.4047619047619047,9.714251628119865,1.1303186875020637,5,0.9,0.9590909090909091,27.066666666666666,26.399999999999995,-56.0,-2553.0,27.25,18.454545454545453
6,6,2022/09/11,佐賀,晴,4,おいでやすこがのうま,,9,7,7,50.8,6.0,7.0,加茂飛翔,52,ダ1400,良,5.0,1:32.8,2.8,29.0,6-6-6-7,0.0-39.0,40.1,445(+1),,,タマモクレマチス,,7.0,,0.0,1.7909090909090908,19.636363636363637,0,,,40.49090909090909,0.3333333333333333,15.086206896551724,15.030416990048243,92.8,6.0,7.0,6.25,0.6666666666666666,0.0,39.0,40.1,1.1000000000000014,-39.0,3.5921052631578947,39.50000000000001,6.184210526315789,36.47368421052633,0.5657894736842102,-35.90789473684211,0.0,-1.0,-1.0,0.4860612706007442,6.7894736842105265,5.578947368421052,0.5263157894736842,-0.6842105263157895,-1.2105263157894737,12.576602886747285,1.2132134669967611,5,2.8,1.8545454545454545,26.366666666666664,27.719298245614034,-51.0,-2193.0,15.5,18.545454545454547
7,7,2022/09/11,佐賀,晴,4,おいでやすこがのうま,,9,1,1,65.0,7.0,5.0,中山蓮王,51,ダ1400,良,5.0,1:32.2,2.2,35.0,7-7-7-6,0.0-39.0,39.3,431(+3),,,タマモクレマチス,3.0,8.0,,0.2727272727272727,1.1363636363636362,22.272727272727273,0,,,40.13636363636363,0.4835164835164835,15.184381778741866,15.193350892768667,92.2,7.0,6.0,6.75,0.7777777777777778,0.0,39.0,39.3,0.29999999999999716,-39.0,9.946774193548388,39.88709677419357,7.209677419354839,29.87903225806451,-0.061290322580645346,-29.940322580645173,1.0,2.0,1.0,0.7275322795484085,7.112903225806452,7.161290322580645,1.0161290322580645,1.064516129032258,0.04838709677419355,11.830434635864794,1.5752910683785961,6,2.2,1.1363636363636362,26.099999999999998,29.886559139784943,-45.0,-3184.0,26.75,22.272727272727273
8,8,2022/09/04,佐賀,晴,9,セプテンバー特選,,10,6,6,94.1,10,7,加茂飛翔,54,ダ1750,稍,3,1:59.6,3.0,17,9-9-9-8,0.0-38.6,39.1,478(+4),,,ビオロンスコッツ,,9,,0.2727272727272727,1.581818181818182,17.90909090909091,0,,,39.45454545454545,0.2765957446808511,14.632107023411372,15.20388961089411,119.6,9.0,8.0,8.75,0.9,0.0,38.6,39.1,0.5,-38.6,4.690384615384615,39.11923076923077,8.629807692307692,34.17307692307692,-0.2557692307692304,-34.42884615384616,1.0,2.0,1.0,0.8465243090243089,8.01923076923077,8.942307692307692,2.1346153846153846,3.0576923076923075,0.9230769230769231,17.54126498334972,1.222731769321498,5,3.0,1.8000000000000005,25.900000000000002,27.557692307692314,-63.0,-2640.0,20.5,16.727272727272727
9,9,2022/09/10,佐賀,晴,1,C2ー3組,,8,2,2,8.9,5.0,1.0,川島拓,56,ダ1300,良,8.0,1:26.9,-0.1,20.0,4-4-3-2,0.0-39.0,38.7,467(+7),,,(クナップフラウ),35.0,10.0,,3.1818181818181817,1.2590909090909093,14.636363636363637,0,,,39.945454545454545,0.6526315789473685,14.959723820483314,15.025226952565129,86.9,4.0,2.0,3.25,0.5,0.0,39.0,38.7,-0.29999999999999716,-39.0,3.580487804878049,40.00487804878049,7.038617886178861,36.51707317073171,0.0926829268292684,-36.424390243902444,1.0,3.0,2.0,0.7005912786400591,6.658536585365853,7.414634146341464,1.2926829268292683,2.048780487804878,0.7560975609756098,16.43043467694843,0.942953338046176,5,-0.05,1.2590909090909093,25.900000000000002,27.894308943089428,-60.0,-2409.0,19.0,14.636363636363637
10,10,2022/09/11,佐賀,晴,5,白露特選,,9,8,9,21.7,7,2,大山真吾,54,ダ1800,良,5,2:02.1,0.0,30,1-1-1-1,0.0-40.0,40.0,449(+9),,,メイショウカイコウ,14.4,11,,0.2545454545454545,2.045454545454545,16.545454545454547,0,,,39.963636363636354,0.27350427350427353,14.742014742014742,15.308222413681655,122.1,1.0,1.0,1.0,0.1111111111111111,0.0,40.0,40.0,0.0,-40.0,26.571875000000002,39.24062500000001,9.114583333333334,13.278124999999996,0.609375,-12.668750000000003,-1.0,-1.0,0.0,0.6702223124098123,9.625,8.78125,0.09375,-0.75,-0.84375,20.37396022574093,2.199828860527712,5,0.0,2.018181818181818,26.666666666666668,35.22083333333334,-50.0,-1587.0,8.0,12.090909090909092
11,11,2022/08/20,3新潟3,雨,6,3歳未勝利,,18,8,18,13.2,8.0,12.0,坂井瑠星,56,芝2400,稍,-1.0,2:29.6,1.9,67.0,5-8-12-11,35.7-36.7,37.6,506(0),,,レッドミラージュ,,1.0,,,1.2399999999999998,80,0,,,40,0,16.0427807486631,15.855354942526066,149.6,5.0,11.0,9.0,0.2777777777777778,35.7,36.7,1.8999999999999986,0.8999999999999986,-1.0,35.88,36.5,5.666666666666666,1.4200000000000017,0.8000000000000014,-0.6200000000000003,-1.0,-7.0,-6.0,0.3212606837606838,6.2,5.0,-1.4,-2.6,-1.2,10.05678322769706,1.498239707864608,3,1.9,0.6,36.66666666666667,36.56,-13.0,-71.0,69.25,65.8
12,12,2022/09/11,佐賀,晴,3,おいでやすこが来場記,,8,1,1,2.2,1.0,2.0,石川慎将,56,ダ1400,良,5.0,1:32.6,0.9,31.0,8-8-6-3,0.0-38.9,39.7,486(+7),,,アナザーゲート,11.8,2.0,,3.9333333333333336,2.094444444444444,32.333333333333336,0,,,39.46666666666667,0.9166666666666666,15.11879049676026,15.392289068931357,92.6,8.0,3.0,6.25,1.0,0.0,38.9,39.7,0.8000000000000043,-38.9,24.68888888888889,38.86666666666666,8.694444444444445,15.111111111111107,0.933333333333334,-14.177777777777774,1.0,6.0,5.0,0.7144640852974187,8.222222222222221,8.88888888888889,0.1111111111111111,0.7777777777777778,0.6666666666666666,10.09752444909147,1.6365818036383024,3,0.9,0.35000000000000003,26.2,34.45185185185185,-49.0,-328.0,36.75,43.55555555555556
13,13,2022/09/02,佐賀,曇,4,さがけいば無料ネット,,9,1,1,1.5,1.0,1.0,村松翔太,54,ダ1400,良,3.0,1:33.2,-0.1,22.0,1-1-1-1,0.0-40.9,40.9,403(+9),,,(ドモナラン),37.0,3.0,,5.285714285714286,1.7062499999999998,32.857142857142854,0,,,40.385714285714286,0.4342105263157895,15.02145922746781,15.530432725954437,93.2,1.0,1.0,1.0,0.1111111111111111,0.0,40.9,40.9,0.0,-40.9,17.5,38.837500000000006,7.104166666666666,22.3375,1.0000000000000009,-21.3375,0.0,0.0,0.0,0.5034722222222222,7.25,7.0,-0.5,-0.75,-0.25,17.523176892192286,1.713202185497982,3,-0.05,1.792857142857143,27.266666666666666,32.05833333333333,-58.0,-337.0,40.25,37.875
14,14,2022/09/04,佐賀,晴,6,さがけいば無料ネット,,9,8,8,4.2,3.0,3.0,竹吉徹,54,ダ1400,稍,3.0,1:32.5,0.5,30.0,5-5-3-3,0.0-41.0,40.6,505(+2),,,トニカクビジン,6.7,4.0,,2.2333333333333334,1.4375,34.0,0,,,40.56666666666666,0.64,15.135135135135135,15.787352416715999,92.5,5.0,3.0,4.0,0.5555555555555556,0.0,41.0,40.6,-0.3999999999999986,-41.0,22.875,37.6125,7.114583333333333,15.2875,0.5499999999999989,-14.7375,0.0,2.0,2.0,0.509344362745098,7.625,6.375,0.25,-1.0,-1.25,16.92321073934834,2.043296779323813,3,0.5,1.0333333333333334,27.2,32.88333333333333,-50.0,-211.0,37.5,53.625
15,15,2022/09/04,佐賀,晴,6,さがけいば無料ネット,,9,7,7,2.8,2.0,2.0,飛田愛斗,56,ダ1400,稍,3.0,1:32.3,0.3,32.0,9-9-6-4,0.0-41.0,39.8,449(+2),,,トニカクビジン,11.8,5.0,,1.6857142857142857,2.9875,26.714285714285715,0,,,39.92857142857143,0.7796610169491526,15.167930660888407,14.896291105224028,92.3,9.0,4.0,7.0,1.0,0.0,41.0,39.8,-1.2000000000000028,-41.0,3.775,39.9375,7.1875,36.85,0.6874999999999991,-36.162499999999994,2.0,7.0,5.0,0.7815656565656566,5.625,8.0,1.25,3.625,2.375,35.02309643578958,1.8427033281447007,3,0.3,0.8857142857142858,26.933333333333334,28.1125,-48.0,-534.0,27.25,13.25
16,16,2022/09/11,佐賀,晴,3,おいでやすこが来場記,,8,2,2,34.1,5.0,6.0,山下裕貴,54,ダ1400,良,5.0,1:33.6,1.9,20.0,1-1-1-2,0.0-38.9,41.7,423(-1),,,アナザーゲート,,6.0,,0.0,1.7727272727272727,32.77777777777778,0,,,40.833333333333336,0.37383177570093457,14.957264957264957,15.732964001568682,93.6,1.0,2.0,1.25,0.125,0.0,38.9,41.7,2.8000000000000043,-38.9,16.115384615384617,38.21538461538462,5.769230769230769,23.353846153846153,1.2538461538461532,-22.1,-4.0,-5.0,-1.0,0.4272727272727272,5.6923076923076925,5.923076923076923,-2.1538461538461537,-1.9230769230769231,0.23076923076923078,21.480413479849638,2.6269016435523356,3,1.9,2.311111111111111,26.866666666666664,31.26666666666666,-60.0,-524.0,29.0,37.0
17,17,2022/09/11,佐賀,晴,3,おいでやすこが来場記,,8,7,7,2.4,2.0,3.0,吉村智洋,56,ダ1400,良,5.0,1:32.7,1.0,30.0,5-6-4-5,0.0-38.9,40.1,493(0),,,アナザーゲート,6.7,7.0,,1.675,1.6375,31.0,0,,,39.7,0.8275862068965517,15.102481121898597,15.605092791524626,92.7,5.0,5.0,5.0,0.625,0.0,38.9,40.1,1.2000000000000028,-38.9,18.55,37.474999999999994,8.135416666666668,19.437500000000004,0.5124999999999993,-18.924999999999997,2.0,2.0,0.0,0.7905028998778998,7.0,9.0,0.25,2.25,2.0,19.172382400567233,1.708150396709195,3,1.0,0.775,26.333333333333332,31.3375,-50.0,-275.0,31.0,45.625
18,18,2022/09/03,佐賀,曇,2,C1ー6組,,9,2,2,11.2,4.0,5.0,田中純,56,ダ1300,重,6.0,1:26.0,1.1,29.0,3-3-5-6,0.0-39.7,40.6,473(+2),,,ロングサクセション,3.0,1.0,,0.2727272727272727,1.2045454545454544,29.727272727272727,0,,,40.56363636363636,0.5959595959595959,15.116279069767442,15.41923788236861,86.0,3.0,6.0,4.25,0.3333333333333333,0.0,39.7,40.6,0.8999999999999986,-39.7,3.1333333333333333,38.88571428571428,6.023809523809524,36.28095238095238,0.5285714285714287,-35.752380952380946,1.0,-2.0,-3.0,0.5945053623625051,5.523809523809524,6.619047619047619,0.5238095238095238,1.619047619047619,1.0952380952380953,14.493087551548825,1.8196357822831717,4,1.1,1.2045454545454544,26.76666666666667,27.144444444444442,-51.0,-971.0,33.5,29.727272727272727
19,19,2022/09/04,佐賀,晴,7,C1ー7組,,6,1,1,22.1,6.0,2.0,山下裕貴,54,ダ1400,稍,3.0,1:31.7,0.4,39.0,5-3-4-3,0.0-38.5,38.6,548(0),,,ダイメイソテツ,11.8,2.0,,2.3600000000000003,1.1181818181818182,37.0,0,,,38.559999999999995,0.75,15.267175572519083,15.008329697147813,91.7,5.0,3.0,3.75,0.8333333333333334,0.0,38.5,38.6,0.10000000000000142,-38.5,11.945454545454545,38.86363636363637,6.261363636363637,27.69545454545455,0.7772727272727267,-26.91818181818182,1.0,3.0,2.0,0.5766873278236915,5.636363636363637,6.454545454545454,-0.18181818181818182,0.6363636363636364,0.8181818181818182,12.338790325306263,1.109539320946264,4,0.4,0.74,25.7,30.150000000000002,-41.0,-898.0,25.5,31.09090909090909
20,20,2022/08/20,高知,曇,9,第三回富寛誕生日特別,,10,8,10,260.9,10.0,10.0,西森将司,56.0,ダ1300,良,-9.0,1:30.4,4.6,-22.0,10-10-10-10,0.0-40.2,41.8,469(-2),,,アルトキュムラス,,3.0,,0.0,3.090909090909091,-3.727272727272727,0,,,41.581818181818186,0.19626168224299065,14.380530973451327,14.917414460544366,90.4,10.0,10.0,10.0,1.0,0.0,40.2,41.8,1.5999999999999943,-40.2,7.996078431372549,40.29803921568627,7.1911764705882355,32.77058823529412,0.4686274509803921,-32.30196078431373,0.0,0.0,0.0,0.6770265682030387,7.254901960784314,7.196078431372549,1.0,0.9411764705882353,-0.058823529411764705,21.140065441334503,1.2337463991902036,5,4.6,2.818181818181818,27.333333333333332,29.68692810457516,-102.0,-3266.0,-21.5,-10.454545454545455
21,21,2022/09/03,佐賀,曇,2,C1ー6組,,9,4,4,9.1,3.0,3.0,金山昇馬,54,ダ1300,重,6.0,1:25.4,0.5,36.0,7-6-8-5,0.0-39.7,39.3,525(0),,,ロングサクセション,6.7,4.0,,0.6090909090909091,1.0,22.454545454545453,0,,,40.25454545454546,0.4444444444444444,15.222482435597188,15.001713276667699,85.4,7.0,5.0,6.5,0.7777777777777778,0.0,39.7,39.3,-0.4000000000000057,-39.7,4.172549019607843,39.968627450980385,4.612745098039216,37.101960784313725,1.3058823529411763,-35.79607843137254,2.0,4.0,2.0,0.41079669241433947,4.8431372549019605,4.372549019607843,-1.5490196078431373,-2.019607843137255,-0.47058823529411764,17.713563736207526,1.91576591045687,5,0.5,1.2454545454545454,26.333333333333332,28.471895424836596,-44.0,-2945.0,31.25,21.636363636363637
22,22,2022/08/25,佐賀,晴,3,楽天競馬杯ポイント1,,10,7,7,1.3,1.0,1,山口勲,54,ダ1400,不,-1.0,1:30.9,-0.1,44.0,4-3-2-2,0.0-40.5,40.3,468(-1),,,(ボンバーガール),37.0,5,,5.285714285714286,1.0499999999999998,35.142857142857146,0,,,40.228571428571435,0.9206349206349206,15.4015401540154,15.68361493305134,90.9,4.0,2.0,2.75,0.4,0.0,40.5,40.3,-0.20000000000000284,-40.5,17.55,38.357142857142854,5.988095238095238,21.128571428571433,0.3214285714285709,-20.807142857142857,1.0,3.0,2.0,0.4977118119975263,5.214285714285714,6.857142857142857,0.21428571428571427,1.8571428571428572,1.6428571428571428,20.703193527140257,2.3182368779359503,4,-0.05,0.7071428571428572,26.933333333333334,31.52857142857142,-36.0,-389.0,37.5,48.27272727272727
23,23,2022/09/03,佐賀,曇,2,C1ー6組,,9,8,8,72.4,8.0,6.0,川島拓,56,ダ1300,重,6.0,1:26.7,1.8,21.0,6-7-9-9,0.0-39.7,39.9,459(+10),,,ロングサクセション,,6.0,,0.0,1.9318181818181819,19.636363636363637,0,,,40.57272727272727,0.33707865168539325,14.994232987312571,15.14739838756282,86.7,6.0,9.0,7.75,0.6666666666666666,0.0,39.7,39.9,0.19999999999999574,-39.7,2.430357142857143,39.4,4.700892857142857,37.94642857142858,0.9767857142857149,-36.96964285714285,3.0,0.0,-3.0,0.3734265486497629,5.714285714285714,3.8035714285714284,-0.8928571428571429,-2.8035714285714284,-1.9107142857142858,12.406498560233853,1.3263111482328516,5,1.8,1.9318181818181819,26.53333333333333,27.402380952380955,-59.0,-3171.0,21.75,19.636363636363637
24,24,2022/09/03,佐賀,曇,3,佐賀競馬移転開設50,,9,2,2,89.9,8.0,7.0,村松翔太,54,ダ1300,重,6.0,1:26.1,1.2,28.0,3-3-4-6,0.0-40.2,40.7,456(0),,,クリスタルハート,,7.0,,0.0,1.7727272727272727,25.09090909090909,0,,,40.50909090909091,0.32954545454545453,15.098722415795587,15.238189368845477,86.1,3.0,6.0,4.0,0.3333333333333333,0.0,40.2,40.7,0.5,-40.2,11.791791044776115,39.59253731343284,7.5049751243781095,28.226865671641793,0.42611940298507467,-27.8007462686567,-1.0,-4.0,-3.0,0.7530360187076603,7.052238805970149,8.022388059701493,0.5373134328358209,1.507462686567164,0.9701492537313433,9.58100544279798,1.4156902469013015,9,1.2,1.7727272727272727,26.96666666666667,30.467661691542297,-52.0,-6535.0,26.25,25.09090909090909
25,25,2022/09/03,佐賀,曇,3,佐賀競馬移転開設50,,9,8,9,18.4,4.0,6.0,中山蓮王,53,ダ1300,重,6.0,1:25.9,1.0,30.0,2-2-2-2,0.0-40.2,41.1,451(+7),,,クリスタルハート,,8.0,,0.0,1.6545454545454545,22.727272727272727,0,,,41.554545454545455,0.3541666666666667,15.133876600698486,15.20320078485976,85.9,2.0,2.0,2.0,0.2222222222222222,0.0,40.2,41.1,0.8999999999999986,-40.2,3.83939393939394,39.46060606060607,2.872474747474748,37.20454545454546,1.5833333333333328,-35.621212121212125,-4.0,-4.0,0.0,0.2456715422624513,3.772727272727273,2.409090909090909,-2.212121212121212,-3.5757575757575757,-1.3636363636363635,16.816279545165305,2.106560840396668,5,1.0,1.6545454545454545,27.100000000000005,28.114646464646455,-50.0,-3664.0,23.75,22.727272727272727
26,26,2022/07/31,佐賀,曇,5,KYUSHUDREA,,9,4,4,8.0,3.0,3.0,村松翔太,54,ダ1300,良,7.0,1:25.4,1.1,37.0,5-4-5-3,0.0-39.5,40.3,540(-1),,,リリージャスパー,6.7,9.0,,0.6090909090909091,0.8454545454545456,23.636363636363637,0,,,40.81818181818182,0.66,15.222482435597188,15.1733584391653,85.4,5.0,3.0,4.25,0.5555555555555556,0.0,39.5,40.3,0.7999999999999972,-39.5,11.207692307692307,39.95384615384615,2.3846153846153846,29.584615384615383,0.8384615384615373,-28.746153846153845,0.0,2.0,2.0,0.25347707847707845,2.076923076923077,2.5384615384615383,-1.7692307692307692,-1.3076923076923077,0.46153846153846156,8.652002245558126,0.990464743523598,4,1.1,1.0727272727272725,26.599999999999998,30.651282051282045,-43.0,-731.0,31.75,24.545454545454547
27,27,2022/09/03,佐賀,曇,3,佐賀競馬移転開設50,,9,4,4,92.7,9.0,9.0,青海大樹,53,ダ1300,重,6.0,1:27.6,2.7,10.0,5-5-5-8,0.0-40.2,41.9,459(-4),,,クリスタルハート,,10.0,,0.0,2.1727272727272724,22.181818181818183,0,,,40.45454545454545,0.29292929292929293,14.840182648401827,15.468843346450626,87.6,5.0,8.0,5.75,0.5555555555555556,0.0,40.2,41.9,1.6999999999999957,-40.2,7.212820512820513,38.72307692307693,5.58974358974359,31.83333333333333,0.3230769230769224,-31.510256410256417,-1.0,-4.0,-3.0,0.579550242785537,5.17948717948718,6.076923076923077,-0.38461538461538464,0.5128205128205128,0.8974358974358975,22.295683438728673,2.062668174961741,5,2.7,2.1727272727272724,27.366666666666664,28.32735042735043,-70.0,-1527.0,15.0,22.181818181818183
28,28,2022/08/21,佐賀,晴,10,SAGAリベンジャー,,12,1,1,1.6,1,1,山下裕貴,54,ダ900,不,-1,0:55.8,-0.7,29,1-1,0.0-37.3,37.3,460(-1),,,(サトノボンズ),35.0,1,,11.666666666666666,1.3333333333333333,39.0,0,,,40.666666666666664,0.5,16.129032258064516,15.837055636983726,55.8,1.0,1.0,1.0,0.08333333333333333,0.0,37.3,37.3,0.0,-37.3,20.833333333333332,38.48333333333333,5.708333333333333,18.433333333333334,0.7833333333333327,-17.65,0.0,0.0,0.0,0.3143187830687831,6.833333333333333,4.666666666666667,-0.3333333333333333,-2.5,-2.1666666666666665,20.503857277724748,2.2179232794371826,4,-0.35,1.4166666666666667,24.866666666666664,32.86111111111111,-51.0,-207.0,45.0,45.5
29,29,2022/08/13,佐賀,曇,2,C2ー6組,,9,1,1,4.7,3,2,加茂飛翔,54,ダ1300,不,-3,1:26.1,0.9,19,8-8-6-4,0.0-39.3,38.7,483(+2),,,ラップリーダー,11.2,2,,1.018181818181818,2.581818181818182,4.818181818181818,0,,,40.46363636363636,0.42342342342342343,15.098722415795587,14.99060023407969,86.1,8.0,4.0,6.5,0.8888888888888888,0.0,39.3,38.7,-0.5999999999999943,-39.3,19.419047619047618,39.76190476190476,9.53968253968254,20.97142857142857,0.6285714285714293,-20.34285714285714,2.0,6.0,4.0,0.8440355940355941,9.142857142857142,9.666666666666666,1.7142857142857142,2.238095238095238,0.5238095238095238,23.853201181635352,1.2579745625409129,4,0.9,2.463636363636364,26.0,33.19047619047619,-61.0,-1294.0,19.0,3.6363636363636362
30,30,2022/08/25,佐賀,晴,1,佐賀競馬移転開設50,,11,8,11,15.4,4.0,3.0,村松翔太,54,ダ1400,不,-1.0,1:34.0,1.2,9.0,2-2-1-2,0.0-39.1,40.3,390(+1),,,ドラコテソーロ,6.3,3.0,,0.5727272727272728,1.7909090909090912,11.0,0,,,41.32727272727272,0.5543478260869565,14.893617021276595,15.02128131588671,94.0,2.0,2.0,1.75,0.18181818181818182,0.0,39.1,40.3,1.1999999999999957,-39.1,2.3328947368421056,39.35394736842105,4.25,38.276315789473664,1.2552631578947366,-37.021052631578954,-1.0,-1.0,0.0,0.2993511240221766,5.723684210526316,3.210526315789474,-1.105263157894737,-3.6184210526315788,-2.513157894736842,15.432353377917039,1.4746694630660035,6,1.2,1.7909090909090912,26.46666666666667,27.432017543859644,-71.0,-5032.0,15.25,11.0
31,31,2022/08/25,佐賀,晴,2,新涼賞,,10,7,9,14.7,4.0,4.0,長田進仁,56,ダ1400,不,-1.0,1:33.6,1.3,14.0,1-1-1-2,0.0-39.7,41.0,465(+4),,,エイシンホクサイ,4.2,4.0,,0.38181818181818183,1.8272727272727278,8.090909090909092,0,,,41.67272727272728,0.4574468085106383,14.957264957264957,15.084966861823842,93.6,1.0,2.0,1.25,0.1,0.0,39.7,41.0,1.2999999999999972,-39.7,2.4680555555555554,39.2,3.78125,38.25555555555556,1.5236111111111108,-36.73194444444445,-2.0,-3.0,-1.0,0.30503046336379663,4.638888888888889,3.2083333333333335,-1.8888888888888888,-3.3194444444444446,-1.4305555555555556,20.156574202488105,1.9574273579145864,6,1.3,1.8272727272727278,26.900000000000002,27.463888888888892,-66.0,-4384.0,11.0,8.090909090909092
